country,countryCode,year,value,region,incomeGroup
Ethiopia,ETH,1990,1.30103355009071,Sub-Saharan Africa,Low income
Finland,FIN,1990,1.00593,Europe & Central Asia,High income
Fiji,FJI,1990,0.647576257832347,East Asia & Pacific,Upper middle income
France,FRA,1990,1.025598,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1990,0.864057526946178,East Asia & Pacific,Lower middle income
Gabon,GAB,1990,146.779135701668,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1990,0.630602,Europe & Central Asia,High income
Georgia,GEO,1990,5.43243961669409e-07,Europe & Central Asia,Upper middle income
Ghana,GHA,1990,0.0172229476542923,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1990,458.161679987626,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1990,2.36222850459341,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1990,26.5738155530081,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1990,140.016403646919,Sub-Saharan Africa,Upper middle income
Greece,GRC,1990,0.335725,Europe & Central Asia,High income
Grenada,GRD,1990,1.65263602629017,Latin America & Caribbean,Upper middle income
Greenland,GRL,1990,5.53999324887916,Europe & Central Asia,High income
Guatemala,GTM,1990,1.0018998405141,Latin America & Caribbean,Upper middle income
Guyana,GUY,1990,17.2742806243993,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1990,5.75559897680969,East Asia & Pacific,High income
Honduras,HND,1990,1.96991121576884,Latin America & Caribbean,Lower middle income
Croatia,HRV,1990,0.0008407744750407,Europe & Central Asia,High income
Haiti,HTI,1990,1.76739076347702,Latin America & Caribbean,Lower middle income
Hungary,HUN,1990,22.9251999645913,Europe & Central Asia,High income
Indonesia,IDN,1990,349.730990191927,East Asia & Pacific,Upper middle income
India,IND,1990,5.49548841138139,South Asia,Lower middle income
Ireland,IRL,1990,0.784333,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1990,96.6739217752023,Middle East & North Africa,Upper middle income
Iceland,ISL,1990,67.341808,Europe & Central Asia,High income
Israel,ISR,1990,1.709394,Middle East & North Africa,High income
Italy,ITA,1990,0.691921,Europe & Central Asia,High income
Jamaica,JAM,1990,2.74536892799217,Latin America & Caribbean,Upper middle income
Jordan,JOR,1990,0.176581997262375,Middle East & North Africa,Lower middle income
Japan,JPN,1990,187.613076,East Asia & Pacific,High income
Kazakhstan,KAZ,1990,0.0006862892826194,Europe & Central Asia,Upper middle income
Kenya,KEN,1990,8.46445381944751,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1990,0.0038316342605319,Europe & Central Asia,Lower middle income
Cambodia,KHM,1990,86.8117839182122,East Asia & Pacific,Lower middle income
Kiribati,KIR,1990,0.526029272988274,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1990,1.48641500437303,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1990,559.920181,East Asia & Pacific,High income
Kuwait,KWT,1990,0.102395791255645,Middle East & North Africa,High income
Lao PDR,LAO,1990,140.383475066541,East Asia & Pacific,Lower middle income
Lebanon,LBN,1990,183.521536539854,Middle East & North Africa,Lower middle income
Liberia,LBR,1990,0.219786316079136,Sub-Saharan Africa,Low income
Libya,LBY,1990,0.107222870593333,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1990,1.60167019816278,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,1990,9.95647979362501,South Asia,Lower middle income
Lesotho,LSO,1990,1.11599913391098,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1990,0.0013131107371011,Europe & Central Asia,High income
Luxembourg,LUX,1990,0.926284,Europe & Central Asia,High income
Latvia,LVA,1990,0.0047318447464657,Europe & Central Asia,High income
"Macao SAR, China",MAC,1990,2.78239142138832,East Asia & Pacific,High income
Morocco,MAR,1990,4.05760644557355,Middle East & North Africa,Lower middle income
Moldova,MDA,1990,0.0007429982439383,Europe & Central Asia,Upper middle income
Madagascar,MDG,1990,83.5874706935437,Sub-Saharan Africa,Low income
Maldives,MDV,1990,2.01825417295225,South Asia,Upper middle income
Mexico,MEX,1990,1.349533,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1990,0.83460157144726,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1990,0.0482164040032132,Europe & Central Asia,Upper middle income
Mali,MLI,1990,129.230179154443,Sub-Saharan Africa,Low income
Malta,MLT,1990,0.56964136347398,Middle East & North Africa,High income
Myanmar,MMR,1990,8.65096502641111,East Asia & Pacific,Lower middle income
Mongolia,MNG,1990,1.7534787380855,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1990,0.844097820833733,Sub-Saharan Africa,Low income
Mauritania,MRT,1990,3.72670122286897,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1990,7.63975874464191,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1990,1.46468544128835,Sub-Saharan Africa,Low income
Malaysia,MYS,1990,0.969632027026682,East Asia & Pacific,Upper middle income
Namibia,NAM,1990,1.42377805129248,Sub-Saharan Africa,Upper middle income
Niger,NER,1990,156.146999793726,Sub-Saharan Africa,Low income
Nigeria,NGA,1990,2.34965203737884,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1990,0.0628262888684597,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1990,0.918099,Europe & Central Asia,High income
Norway,NOR,1990,9.583006,Europe & Central Asia,High income
Nepal,NPL,1990,6.85454384319008,South Asia,Lower middle income
Nauru,NRU,1990,0.602184174852836,East Asia & Pacific,High income
New Zealand,NZL,1990,1.53733,East Asia & Pacific,High income
Oman,OMN,1990,0.107434678435161,Middle East & North Africa,High income
Pakistan,PAK,1990,6.29803040090348,South Asia,Lower middle income
Panama,PAN,1990,0.51664373622089,Latin America & Caribbean,High income
Peru,PER,1990,0.0737618958640434,Latin America & Caribbean,Upper middle income
Philippines,PHL,1990,7.48709549720464,East Asia & Pacific,Lower middle income
Palau,PLW,1990,0.666676696450379,East Asia & Pacific,High income
Papua New Guinea,PNG,1990,0.727106172374093,East Asia & Pacific,Lower middle income
Poland,POL,1990,0.266082,Europe & Central Asia,High income
Puerto Rico,PRI,1990,0.645231035743903,Latin America & Caribbean,High income
Portugal,PRT,1990,0.476282,Europe & Central Asia,High income
Paraguay,PRY,1990,314.20494270507,Latin America & Caribbean,Upper middle income
Qatar,QAT,1990,1.09356757784182,Middle East & North Africa,High income
Romania,ROU,1990,0.0007007297150291,Europe & Central Asia,High income
Russian Federation,RUS,1990,0.0005423165252233,Europe & Central Asia,High income
Rwanda,RWA,1990,60.7292483898217,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1990,0.847406207867763,Middle East & North Africa,High income
Sudan,SDN,1990,0.0038537938355681,Sub-Saharan Africa,Low income
Senegal,SEN,1990,172.2601923187,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1990,0.971397349579443,East Asia & Pacific,High income
Solomon Islands,SLB,1990,1.89041477435804,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1990,0.0297491157136084,Sub-Saharan Africa,Low income
El Salvador,SLV,1990,0.312351901935694,Latin America & Caribbean,Upper middle income
Somalia,SOM,1990,651.146306872638,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1990,0.0924222770819126,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1990,0.0020540167538232,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1990,0.222355140559302,Europe & Central Asia,High income
Slovenia,SVN,1990,0.034748,Europe & Central Asia,High income
Sweden,SWE,1990,8.871508,Europe & Central Asia,High income
Eswatini,SWZ,1990,0.997676105178156,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1990,3.36251962919714,Sub-Saharan Africa,High income
Chad,TCD,1990,118.504965481537,Sub-Saharan Africa,Low income
Togo,TGO,1990,141.039776959351,Sub-Saharan Africa,Low income
Thailand,THA,1990,8.96313068184364,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1990,5.22819753201785e-06,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1990,2.52008675623336e-07,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1990,0.246061698750005,East Asia & Pacific,Lower middle income
Tonga,TON,1990,0.704067894924151,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1990,2.50098334983259,Latin America & Caribbean,High income
Tunisia,TUN,1990,0.397928640221974,Middle East & North Africa,Lower middle income
Turkiye,TUR,1990,0.001186,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1990,0.833916231635138,East Asia & Pacific,Upper middle income
Tanzania,TZA,1990,51.3508355302647,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1990,190.246788475681,Sub-Saharan Africa,Low income
Ukraine,UKR,1990,4.22657571850748e-06,Europe & Central Asia,Upper middle income
Uruguay,URY,1990,0.56021892235791,Latin America & Caribbean,High income
United States,USA,1990,1.0,North America,High income
Uzbekistan,UZB,1990,0.0006340143860007,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1990,1.39717267239258,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1990,0.012104274326591,Latin America & Caribbean,
Viet Nam,VNM,1990,672.277046917731,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1990,77.3347476632495,East Asia & Pacific,Lower middle income
Samoa,WSM,1990,0.799826753614187,East Asia & Pacific,Lower middle income
"Yemen, Rep.",YEM,1990,6.11414813607265,Middle East & North Africa,Low income
South Africa,ZAF,1990,1.25844116921577,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1990,0.0095664759560799,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1990,0.758628069352496,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1991,0.943316000164339,Latin America & Caribbean,High income
Angola,AGO,1991,2.11427822857687e-08,Sub-Saharan Africa,Lower middle income
Albania,ALB,1991,3.06490551532149,Europe & Central Asia,Upper middle income
Andorra,AND,1991,0.49770746151984,Europe & Central Asia,High income
United Arab Emirates,ARE,1991,1.09965552674094,Middle East & North Africa,High income
Argentina,ARG,1991,0.683806375929187,Latin America & Caribbean,Upper middle income
Armenia,ARM,1991,0.008903526008992,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1991,1.58013173320668,Latin America & Caribbean,High income
Australia,AUS,1991,1.347277,East Asia & Pacific,High income
Austria,AUT,1991,0.922961,Europe & Central Asia,High income
Azerbaijan,AZE,1991,1.38087672091894e-05,Europe & Central Asia,Upper middle income
Burundi,BDI,1991,71.7101704034837,Sub-Saharan Africa,Low income
Belgium,BEL,1991,0.909327,Europe & Central Asia,High income
Benin,BEN,1991,114.758763427524,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1991,151.043826195817,Sub-Saharan Africa,Low income
Bangladesh,BGD,1991,13.4700478769259,South Asia,Lower middle income
Bulgaria,BGR,1991,0.0021793859220411,Europe & Central Asia,High income
Bahrain,BHR,1991,0.128899191878382,Middle East & North Africa,High income
"Bahamas, The",BHS,1991,0.973650794829268,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1991,0.0003398279914487,Europe & Central Asia,Upper middle income
Belarus,BLR,1991,1.6545282244534e-08,Europe & Central Asia,Upper middle income
Belize,BLZ,1991,1.2641687147323,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1991,0.899160471115186,North America,High income
Bolivia,BOL,1991,1.07952365637918,Latin America & Caribbean,Lower middle income
Brazil,BRA,1991,5.78652430965086e-05,Latin America & Caribbean,Upper middle income
Barbados,BRB,1991,1.63647928276841,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1991,0.414985864442941,East Asia & Pacific,High income
Bhutan,BTN,1991,6.08016231946601,South Asia,Lower middle income
Botswana,BWA,1991,0.880890600102672,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1991,212.124903044112,Sub-Saharan Africa,Low income
Canada,CAN,1991,1.23759,North America,High income
Switzerland,CHE,1991,1.970833,Europe & Central Asia,High income
Chile,CHL,1991,199.962597,Latin America & Caribbean,High income
China,CHN,1991,1.74846260710642,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1991,129.661407592467,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1991,164.77457287716,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1991,1.73018568031642e-08,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1991,96.9283319266034,Sub-Saharan Africa,Lower middle income
Colombia,COL,1991,214.19631255134,Latin America & Caribbean,Upper middle income
Comoros,COM,1991,173.170390921304,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1991,56.9636259231876,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1991,53.1705307463018,Latin America & Caribbean,Upper middle income
Cyprus,CYP,1991,0.567271465085058,Europe & Central Asia,High income
Czechia,CZE,1991,7.330823,Europe & Central Asia,High income
Germany,DEU,1991,0.94461,Europe & Central Asia,High income
Dominica,DMA,1991,1.82823540710802,Latin America & Caribbean,Upper middle income
Denmark,DNK,1991,9.064496,Europe & Central Asia,High income
Dominican Republic,DOM,1991,4.6117712791448,Latin America & Caribbean,Upper middle income
Algeria,DZA,1991,4.6513865727742,Middle East & North Africa,Upper middle income
Ecuador,ECU,1991,0.310689981894336,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1991,0.516743317105398,Middle East & North Africa,Lower middle income
Spain,ESP,1991,0.639613,Europe & Central Asia,High income
Estonia,EST,1991,0.0101659540508642,Europe & Central Asia,High income
Ethiopia,ETH,1991,1.49864521501805,Sub-Saharan Africa,Low income
Finland,FIN,1991,0.987734,Europe & Central Asia,High income
Fiji,FJI,1991,0.663933381076516,East Asia & Pacific,Upper middle income
France,FRA,1991,1.017318,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1991,0.878429481181781,East Asia & Pacific,Lower middle income
Gabon,GAB,1991,125.840384261979,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1991,0.649129,Europe & Central Asia,High income
Georgia,GEO,1991,8.52477481933534e-07,Europe & Central Asia,Upper middle income
Ghana,GHA,1991,0.0199983538672892,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1991,557.596087124289,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1991,2.47360934879049,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1991,43.1564690328031,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1991,140.247053138815,Sub-Saharan Africa,Upper middle income
Greece,GRC,1991,0.389002,Europe & Central Asia,High income
Grenada,GRD,1991,1.70519875095195,Latin America & Caribbean,Upper middle income
Greenland,GRL,1991,5.53160483294971,Europe & Central Asia,High income
Guatemala,GTM,1991,1.28869558121502,Latin America & Caribbean,Upper middle income
Guyana,GUY,1991,39.1893799235938,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1991,6.07620063482124,East Asia & Pacific,High income
Honduras,HND,1991,2.40629968381834,Latin America & Caribbean,Lower middle income
Croatia,HRV,1991,0.0016208122324499,Europe & Central Asia,High income
Haiti,HTI,1991,1.95934962068472,Latin America & Caribbean,Lower middle income
Hungary,HUN,1991,30.095271,Europe & Central Asia,High income
Indonesia,IDN,1991,368.417935873375,East Asia & Pacific,Upper middle income
India,IND,1991,6.04672905885545,South Asia,Lower middle income
Ireland,IRL,1991,0.772343,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1991,117.466494528633,Middle East & North Africa,Upper middle income
Iraq,IRQ,1991,0.886890151743007,Middle East & North Africa,Upper middle income
Iceland,ISL,1991,70.58806,Europe & Central Asia,High income
Israel,ISR,1991,1.986318,Middle East & North Africa,High income
Italy,ITA,1991,0.720028,Europe & Central Asia,High income
Jamaica,JAM,1991,4.06649918395503,Latin America & Caribbean,Upper middle income
Jordan,JOR,1991,0.180089398846363,Middle East & North Africa,Lower middle income
Japan,JPN,1991,186.74709,East Asia & Pacific,High income
Kazakhstan,KAZ,1991,0.00130349195014,Europe & Central Asia,Upper middle income
Kenya,KEN,1991,9.2136284165624,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1991,0.0087013256319942,Europe & Central Asia,Lower middle income
Cambodia,KHM,1991,174.191574572871,East Asia & Pacific,Lower middle income
Kiribati,KIR,1991,0.607779512420102,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1991,1.48724040373194,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1991,591.112647,East Asia & Pacific,High income
Kuwait,KWT,1991,0.0990135030797401,Middle East & North Africa,High income
Lao PDR,LAO,1991,153.405788728756,East Asia & Pacific,Lower middle income
Lebanon,LBN,1991,262.115678048374,Middle East & North Africa,Lower middle income
Liberia,LBR,1991,0.224384432581213,Sub-Saharan Africa,Low income
Libya,LBY,1991,0.0983975756259727,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1991,1.63421289247904,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,1991,10.6539616310729,South Asia,Lower middle income
Lesotho,LSO,1991,1.27193629175474,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1991,0.0041703907868373,Europe & Central Asia,High income
Luxembourg,LUX,1991,0.912317,Europe & Central Asia,High income
Latvia,LVA,1991,0.012018654519678,Europe & Central Asia,High income
"Macao SAR, China",MAC,1991,3.00496110655448,East Asia & Pacific,High income
Morocco,MAR,1991,4.13667323460109,Middle East & North Africa,Lower middle income
Moldova,MDA,1991,0.0017236194074689,Europe & Central Asia,Upper middle income
Madagascar,MDG,1991,87.7581775719423,Sub-Saharan Africa,Low income
Maldives,MDV,1991,2.34766303205197,South Asia,Upper middle income
Mexico,MEX,1991,1.608899,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1991,0.848023223758268,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1991,0.0904432671054672,Europe & Central Asia,Upper middle income
Mali,MLI,1991,117.732584015163,Sub-Saharan Africa,Low income
Malta,MLT,1991,0.569470895792873,Middle East & North Africa,High income
Myanmar,MMR,1991,10.3552734665977,East Asia & Pacific,Lower middle income
Mongolia,MNG,1991,3.27893678286611,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1991,1.31503022585736,Sub-Saharan Africa,Low income
Mauritania,MRT,1991,3.99089096714534,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1991,8.02273522930461,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1991,1.63637264894502,Sub-Saharan Africa,Low income
Malaysia,MYS,1991,0.971534935076555,East Asia & Pacific,Upper middle income
Namibia,NAM,1991,1.45965541483029,Sub-Saharan Africa,Upper middle income
Niger,NER,1991,147.050585037504,Sub-Saharan Africa,Low income
Nigeria,NGA,1991,2.70152763989487,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1991,1.84239274781534,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1991,0.915749,Europe & Central Asia,High income
Norway,NOR,1991,9.474557,Europe & Central Asia,High income
Nepal,NPL,1991,7.46206849108579,South Asia,Lower middle income
Nauru,NRU,1991,0.666459394307231,East Asia & Pacific,High income
New Zealand,NZL,1991,1.492762,East Asia & Pacific,High income
Oman,OMN,1991,0.0950890486890818,Middle East & North Africa,High income
Pakistan,PAK,1991,6.91396947490184,South Asia,Lower middle income
Panama,PAN,1991,0.50220607560112,Latin America & Caribbean,High income
Peru,PER,1991,0.341077206230577,Latin America & Caribbean,Upper middle income
Philippines,PHL,1991,8.42954253671683,East Asia & Pacific,Lower middle income
Palau,PLW,1991,0.670415933014024,East Asia & Pacific,High income
Papua New Guinea,PNG,1991,0.752517472833104,East Asia & Pacific,Lower middle income
Poland,POL,1991,0.399595,Europe & Central Asia,High income
Puerto Rico,PRI,1991,0.643617587885805,Latin America & Caribbean,High income
Portugal,PRT,1991,0.507169,Europe & Central Asia,High income
Paraguay,PRY,1991,380.272609984716,Latin America & Caribbean,Upper middle income
Qatar,QAT,1991,1.00597632080835,Middle East & North Africa,High income
Romania,ROU,1991,0.001999559218206,Europe & Central Asia,High income
Russian Federation,RUS,1991,0.0011993376952823,Europe & Central Asia,High income
Rwanda,RWA,1991,67.5417106693367,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1991,0.801140795467001,Middle East & North Africa,High income
Sudan,SDN,1991,0.0070369402687788,Sub-Saharan Africa,Low income
Senegal,SEN,1991,165.086159618663,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1991,0.98129657653479,East Asia & Pacific,High income
Solomon Islands,SLB,1991,1.96106843930846,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1991,0.0658283812497851,Sub-Saharan Africa,Low income
El Salvador,SLV,1991,0.324553858029908,Latin America & Caribbean,Upper middle income
Somalia,SOM,1991,853.624209161382,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1991,0.112057314664268,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1991,0.0026491013938552,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1991,0.289515027632147,Europe & Central Asia,High income
Slovenia,SVN,1991,0.065517,Europe & Central Asia,High income
Sweden,SWE,1991,9.288991,Europe & Central Asia,High income
Eswatini,SWZ,1991,1.04974909052982,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1991,3.18607116845203,Sub-Saharan Africa,High income
Chad,TCD,1991,118.151551797917,Sub-Saharan Africa,Low income
Togo,TGO,1991,140.070171389803,Sub-Saharan Africa,Low income
Thailand,THA,1991,9.16814959569315,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1991,1.00958129530173e-05,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1991,4.9425455803402e-07,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1991,0.247680922263062,East Asia & Pacific,Lower middle income
Tonga,TON,1991,0.745471451790242,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1991,2.45721038487007,Latin America & Caribbean,High income
Tunisia,TUN,1991,0.411997125592297,Middle East & North Africa,Lower middle income
Turkiye,TUR,1991,0.001822,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1991,0.827957281797492,East Asia & Pacific,Upper middle income
Tanzania,TZA,1991,63.6348811333189,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1991,231.90514639874,Sub-Saharan Africa,Low income
Ukraine,UKR,1991,8.01730593400204e-06,Europe & Central Asia,Upper middle income
Uruguay,URY,1991,1.08816564356967,Latin America & Caribbean,High income
United States,USA,1991,1.0,North America,High income
Uzbekistan,UZB,1991,0.001169681956227,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1991,1.41669929862973,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1991,0.0142197109442919,Latin America & Caribbean,
Viet Nam,VNM,1991,1122.04431701001,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1991,82.4858467092608,East Asia & Pacific,Lower middle income
Samoa,WSM,1991,0.820944365927727,East Asia & Pacific,Lower middle income
"Yemen, Rep.",YEM,1991,6.62346051377584,Middle East & North Africa,Low income
South Africa,ZAF,1991,1.40783383374572,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1991,0.0178273660176939,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1991,0.684079297645112,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1992,0.957551495041662,Latin America & Caribbean,High income
Angola,AGO,1992,1.1917563100182e-07,Sub-Saharan Africa,Lower middle income
Albania,ALB,1992,9.97827482528383,Europe & Central Asia,Upper middle income
Andorra,AND,1992,0.519273962108906,Europe & Central Asia,High income
United Arab Emirates,ARE,1992,1.09458049488638,Middle East & North Africa,High income
Argentina,ARG,1992,0.776023252842432,Latin America & Caribbean,Upper middle income
Armenia,ARM,1992,0.0582206672926552,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1992,1.59021050624501,Latin America & Caribbean,High income
Australia,AUS,1992,1.32667,East Asia & Pacific,High income
Austria,AUT,1992,0.933791,Europe & Central Asia,High income
