country,countryCode,year,value,region,incomeGroup
Iraq,IRQ,1990,10688.1769615486,Middle East & North Africa,Upper middle income
Iceland,ISL,1990,40304.6704173518,Europe & Central Asia,High income
Israel,ISR,1990,25162.0925007179,Middle East & North Africa,High income
Italy,ITA,1990,42895.5394338241,Europe & Central Asia,High income
Jamaica,JAM,1990,8697.74951376621,Latin America & Caribbean,Upper middle income
Jordan,JOR,1990,7897.98689354884,Middle East & North Africa,Lower middle income
Japan,JPN,1990,35466.0843514147,East Asia & Pacific,High income
Kazakhstan,KAZ,1990,17667.8894264568,Europe & Central Asia,Upper middle income
Kenya,KEN,1990,4128.85843840307,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1990,6095.73105980865,Europe & Central Asia,Lower middle income
Cambodia,KHM,1990,1765.20685552204,East Asia & Pacific,Lower middle income
Kiribati,KIR,1990,2210.31356316303,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1990,14261.8865323689,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1990,13883.3754566665,East Asia & Pacific,High income
Kuwait,KWT,1990,38040.1174224171,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,1990,12347.3389722449,,
Lao PDR,LAO,1990,2004.34398671028,East Asia & Pacific,Lower middle income
Lebanon,LBN,1990,5347.70611180509,Middle East & North Africa,Lower middle income
Liberia,LBR,1990,1878.17625772552,Sub-Saharan Africa,Low income
Libya,LBY,1990,20881.2410694494,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1990,16325.9415228259,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1990,12495.987528521,,
Least developed countries: UN classification,LDC,1990,1904.32425465542,,
Low income,LIC,1990,1696.06615532358,,
Sri Lanka,LKA,1990,4335.77214930913,South Asia,Lower middle income
Lower middle income,LMC,1990,2890.0871684158,,
Low & middle income,LMY,1990,4372.82666030647,,
Lesotho,LSO,1990,1422.43960369505,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1990,6634.51126944095,,
Lithuania,LTU,1990,21193.7777569725,Europe & Central Asia,High income
Luxembourg,LUX,1990,82483.0106261715,Europe & Central Asia,High income
Latvia,LVA,1990,18134.1726632934,Europe & Central Asia,High income
"Macao SAR, China",MAC,1990,52833.5377212191,East Asia & Pacific,High income
Morocco,MAR,1990,4383.09521484375,Middle East & North Africa,Lower middle income
Moldova,MDA,1990,15966.881696282,Europe & Central Asia,Upper middle income
Madagascar,MDG,1990,2003.88209414774,Sub-Saharan Africa,Low income
Maldives,MDV,1990,8891.02995211079,South Asia,Upper middle income
Middle East & North Africa,MEA,1990,11900.7737482863,,
Mexico,MEX,1990,17640.9028664897,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1990,3794.90551363535,East Asia & Pacific,Upper middle income
Middle income,MIC,1990,4585.77546419222,,
North Macedonia,MKD,1990,13161.4071084435,Europe & Central Asia,Upper middle income
Mali,MLI,1990,1512.31615419721,Sub-Saharan Africa,Low income
Malta,MLT,1990,18485.4428533423,Middle East & North Africa,High income
Myanmar,MMR,1990,769.869921296113,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1990,8210.36331979387,,
Mongolia,MNG,1990,6445.1952359848,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1990,539.022728826155,Sub-Saharan Africa,Low income
Mauritania,MRT,1990,5370.61863215912,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1990,8951.33801354893,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1990,1086.34505829619,Sub-Saharan Africa,Low income
Malaysia,MYS,1990,12234.153649879,East Asia & Pacific,Upper middle income
North America,NAC,1990,43949.6009178966,,
Namibia,NAM,1990,7283.33207578741,Sub-Saharan Africa,Upper middle income
Niger,NER,1990,1397.58158111554,Sub-Saharan Africa,Low income
Nigeria,NGA,1990,3723.77782451787,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1990,4118.44771452455,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1990,43048.8783630632,Europe & Central Asia,High income
Norway,NOR,1990,57251.2817336314,Europe & Central Asia,High income
Nepal,NPL,1990,1799.78824244266,South Asia,Lower middle income
Nauru,NRU,1990,21700.1268301428,East Asia & Pacific,High income
New Zealand,NZL,1990,30851.9430104281,East Asia & Pacific,High income
OECD members,OED,1990,33401.1231607196,,
Oman,OMN,1990,34580.3149261124,Middle East & North Africa,High income
Other small states,OSS,1990,15235.946888061,,
Pakistan,PAK,1990,3220.28710177191,South Asia,Lower middle income
Panama,PAN,1990,11388.4080203973,Latin America & Caribbean,High income
Peru,PER,1990,6291.24678269004,Latin America & Caribbean,Upper middle income
Philippines,PHL,1990,4599.27781061288,East Asia & Pacific,Lower middle income
Palau,PLW,1990,17809.0800260288,East Asia & Pacific,High income
Papua New Guinea,PNG,1990,3191.13819421516,East Asia & Pacific,Lower middle income
Poland,POL,1990,13037.6197370166,Europe & Central Asia,High income
Pre-demographic dividend,PRE,1990,3158.44100486285,,
Puerto Rico,PRI,1990,26738.8144405926,Latin America & Caribbean,High income
Portugal,PRT,1990,27161.1907667246,Europe & Central Asia,High income
Paraguay,PRY,1990,9904.93186364106,Latin America & Caribbean,Upper middle income
Pacific island small states,PSS,1990,5493.08633343606,,
Post-demographic dividend,PST,1990,36668.0561103461,,
Qatar,QAT,1990,71341.3342299344,Middle East & North Africa,High income
Romania,ROU,1990,16411.7141065366,Europe & Central Asia,High income
Russian Federation,RUS,1990,29945.146484375,Europe & Central Asia,High income
Rwanda,RWA,1990,1130.51587444825,Sub-Saharan Africa,Low income
South Asia,SAS,1990,2314.68444730637,,
Saudi Arabia,SAU,1990,42202.0017433673,Middle East & North Africa,High income
Sudan,SDN,1990,2547.5283203125,Sub-Saharan Africa,Low income
Senegal,SEN,1990,2994.92337536737,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1990,45371.0069019267,East Asia & Pacific,High income
Solomon Islands,SLB,1990,2406.03265200398,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1990,1441.20853085061,Sub-Saharan Africa,Low income
El Salvador,SLV,1990,6012.25667102963,Latin America & Caribbean,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,1990,3375.68819926881,,
Sub-Saharan Africa,SSF,1990,3377.31229635325,,
Small states,SST,1990,13637.1775547635,,
Sao Tome and Principe,STP,1990,3968.29446094378,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1990,16980.5801834636,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1990,17080.4489207273,Europe & Central Asia,High income
Slovenia,SVN,1990,25538.8445328668,Europe & Central Asia,High income
Sweden,SWE,1990,39968.1559320162,Europe & Central Asia,High income
Eswatini,SWZ,1990,5512.08554342289,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1990,15478.8475440267,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1990,3697.61541476769,Middle East & North Africa,Low income
Chad,TCD,1990,1271.03388440239,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1990,2525.67490641262,,
Europe & Central Asia (IDA & IBRD countries),TEC,1990,19677.5088945653,,
Togo,TGO,1990,2239.99299138685,Sub-Saharan Africa,Low income
Thailand,THA,1990,8624.42898149985,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1990,4158.34068031863,Europe & Central Asia,Lower middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,12461.6987212727,,
Timor-Leste,TLS,1990,2149.41162468298,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1990,8244.60075344298,,
Tonga,TON,1990,3979.31594378178,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,1990,2314.68444730637,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,3377.31229635325,,
Trinidad and Tobago,TTO,1990,11828.4905085793,Latin America & Caribbean,High income
Tunisia,TUN,1990,6591.28737405498,Middle East & North Africa,Lower middle income
Turkiye,TUR,1990,12502.4759984753,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1990,2967.11104208738,East Asia & Pacific,Upper middle income
Tanzania,TZA,1990,1787.64526367188,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1990,1079.01069501718,Sub-Saharan Africa,Low income
Ukraine,UKR,1990,22887.326171875,Europe & Central Asia,Upper middle income
Upper middle income,UMC,1990,5970.11736936914,,
Uruguay,URY,1990,14049.4634911975,Latin America & Caribbean,High income
United States,USA,1990,44395.1314543953,North America,High income
Uzbekistan,UZB,1990,3807.60459054007,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1990,7341.88065591613,Latin America & Caribbean,Upper middle income
Viet Nam,VNM,1990,2416.03052518015,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1990,3044.86941283816,East Asia & Pacific,Lower middle income
World,WLD,1990,11270.7601607328,,
Samoa,WSM,1990,4012.74003953692,East Asia & Pacific,Lower middle income
South Africa,ZAF,1990,11042.351855639,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1990,2456.58876276508,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1990,4189.55248144889,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1991,34550.9178862028,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,1991,3322.2000970753,,
Africa Western and Central,AFW,1991,3281.24471593989,,
Angola,AGO,1991,7097.33690133125,Sub-Saharan Africa,Lower middle income
Albania,ALB,1991,3895.41628837015,Europe & Central Asia,Upper middle income
Andorra,AND,1991,48684.6034425175,Europe & Central Asia,High income
Arab World,ARB,1991,10780.1292407927,,
United Arab Emirates,ARE,1991,103008.343112544,Middle East & North Africa,High income
Argentina,ARG,1991,18369.0107174587,Latin America & Caribbean,Upper middle income
Armenia,ARM,1991,5321.37255147331,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1991,21345.3895859699,Latin America & Caribbean,High income
Australia,AUS,1991,35166.4698345273,East Asia & Pacific,High income
Austria,AUT,1991,45252.2378614827,Europe & Central Asia,High income
Azerbaijan,AZE,1991,10399.3931166437,Europe & Central Asia,Upper middle income
Burundi,BDI,1991,1463.80004114456,Sub-Saharan Africa,Low income
Belgium,BEL,1991,42881.2596572635,Europe & Central Asia,High income
Benin,BEN,1991,2295.30726282374,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1991,1178.57286951255,Sub-Saharan Africa,Low income
Bangladesh,BGD,1991,2188.79685611061,South Asia,Lower middle income
Bulgaria,BGR,1991,13946.2553294878,Europe & Central Asia,High income
Bahrain,BHR,1991,43477.9892201511,Middle East & North Africa,High income
"Bahamas, The",BHS,1991,31666.9736258309,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1991,2191.9932245151,Europe & Central Asia,Upper middle income
Belarus,BLR,1991,12205.0402098603,Europe & Central Asia,Upper middle income
Belize,BLZ,1991,9019.69652836266,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1991,74423.4864732094,North America,High income
Bolivia,BOL,1991,5308.93117883032,Latin America & Caribbean,Lower middle income
Brazil,BRA,1991,12414.6451774964,Latin America & Caribbean,Upper middle income
Barbados,BRB,1991,14344.6496299212,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1991,92975.3602174094,East Asia & Pacific,High income
Bhutan,BTN,1991,3499.84063318671,South Asia,Lower middle income
Botswana,BWA,1991,10692.4052346887,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1991,1459.78012176977,Sub-Saharan Africa,Low income
Canada,CAN,1991,38547.4652657194,North America,High income
Central Europe and the Baltics,CEB,1991,15588.3294918296,,
Switzerland,CHE,1991,63202.5587059156,Europe & Central Asia,High income
Chile,CHL,1991,11818.0180680152,Latin America & Caribbean,High income
China,CHN,1991,1773.63941146097,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1991,5181.36631340791,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1991,4179.32974144971,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1991,1961.7824982575,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1991,8645.99676558328,Sub-Saharan Africa,Lower middle income
Colombia,COL,1991,10125.0639563127,Latin America & Caribbean,Upper middle income
Comoros,COM,1991,2860.74423510276,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1991,1888.33365258247,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1991,10924.6809778732,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1991,13311.9376093935,,
Cyprus,CYP,1991,27665.1015625,Europe & Central Asia,High income
Czechia,CZE,1991,24831.3325139162,Europe & Central Asia,High income
Germany,DEU,1991,44421.7216704938,Europe & Central Asia,High income
Dominica,DMA,1991,10623.5611795058,Latin America & Caribbean,Upper middle income
Denmark,DNK,1991,46903.6614169089,Europe & Central Asia,High income
Dominican Republic,DOM,1991,7223.50618176681,Latin America & Caribbean,Upper middle income
Algeria,DZA,1991,11253.7300183405,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1991,2645.54335175804,,
Early-demographic dividend,EAR,1991,5195.30026483749,,
East Asia & Pacific,EAS,1991,5961.63437004901,,
Europe & Central Asia (excluding high income),ECA,1991,12920.6770765381,,
Europe & Central Asia,ECS,1991,28219.0575265603,,
Ecuador,ECU,1991,9295.1664288937,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1991,8067.10844005439,Middle East & North Africa,Lower middle income
Euro area,EMU,1991,38941.0662818643,,
Spain,ESP,1991,32070.2451141543,Europe & Central Asia,High income
Estonia,EST,1991,17834.0075249511,Europe & Central Asia,High income
Ethiopia,ETH,1991,774.094524187864,Sub-Saharan Africa,Low income
European Union,EUU,1991,33921.6311283952,,
Fragile and conflict affected situations,FCS,1991,5460.54353947343,,
Finland,FIN,1991,36649.8292781084,Europe & Central Asia,High income
Fiji,FJI,1991,7791.43654589556,East Asia & Pacific,Upper middle income
France,FRA,1991,40606.2812348045,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1991,3386.67980227941,East Asia & Pacific,Lower middle income
Gabon,GAB,1991,25667.1339232982,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1991,35051.0847103796,Europe & Central Asia,High income
Georgia,GEO,1991,10120.1628881435,Europe & Central Asia,Upper middle income
Ghana,GHA,1991,2849.72324973575,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1991,2101.32983621489,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1991,2663.40777690547,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1991,1847.48534043607,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1991,1090.94131719258,Sub-Saharan Africa,Upper middle income
Greece,GRC,1991,27541.9218652198,Europe & Central Asia,High income
Grenada,GRD,1991,9030.50747157956,Latin America & Caribbean,Upper middle income
Greenland,GRL,1991,37644.5776191862,Europe & Central Asia,High income
Guatemala,GTM,1991,7609.88057934842,Latin America & Caribbean,Upper middle income
Guyana,GUY,1991,5426.13991443899,Latin America & Caribbean,High income
High income,HIC,1991,35004.0975108197,,
"Hong Kong SAR, China",HKG,1991,33124.7251290941,East Asia & Pacific,High income
Honduras,HND,1991,4101.86950997796,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1991,2132.5603019811,,
Croatia,HRV,1991,18816.1219309379,Europe & Central Asia,High income
Haiti,HTI,1991,3900.17064475526,Latin America & Caribbean,Lower middle income
Hungary,HUN,1991,18898.7375325927,Europe & Central Asia,High income
IBRD only,IBD,1991,6136.36673238019,,
IDA & IBRD total,IBT,1991,5421.7747315896,,
IDA total,IDA,1991,2605.9221298464,,
IDA blend,IDB,1991,3640.61559310108,,
Indonesia,IDN,1991,5157.59646805545,East Asia & Pacific,Upper middle income
IDA only,IDX,1991,2097.00972248674,,
India,IND,1991,2166.39684050765,South Asia,Lower middle income
Ireland,IRL,1991,29473.0405408793,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1991,10265.3994737709,Middle East & North Africa,Upper middle income
Iraq,IRQ,1991,3802.22903396057,Middle East & North Africa,Upper middle income
Iceland,ISL,1991,39751.123382256,Europe & Central Asia,High income
Israel,ISR,1991,25523.2641991888,Middle East & North Africa,High income
Italy,ITA,1991,43525.3212820567,Europe & Central Asia,High income
Jamaica,JAM,1991,9043.56947591807,Latin America & Caribbean,Upper middle income
Jordan,JOR,1991,7618.36399204473,Middle East & North Africa,Lower middle income
Japan,JPN,1991,36571.7376276601,East Asia & Pacific,High income
Kazakhstan,KAZ,1991,15625.2953957809,Europe & Central Asia,Upper middle income
Kenya,KEN,1991,4055.87094941488,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1991,5520.47184896537,Europe & Central Asia,Lower middle income
Cambodia,KHM,1991,1827.71625714034,East Asia & Pacific,Lower middle income
Kiribati,KIR,1991,2046.13141691118,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1991,14028.3974514399,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1991,15228.2578885125,East Asia & Pacific,High income
Kuwait,KWT,1991,28060.3140900301,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,1991,12498.0689924032,,
Lao PDR,LAO,1991,2032.61694380955,East Asia & Pacific,Lower middle income
Lebanon,LBN,1991,7832.82185956283,Middle East & North Africa,Lower middle income
Liberia,LBR,1991,1835.71283480226,Sub-Saharan Africa,Low income
Libya,LBY,1991,23566.279147597,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1991,16163.8447081786,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1991,12667.1536930496,,
Least developed countries: UN classification,LDC,1991,1889.71650637244,,
Low income,LIC,1991,1664.91954824529,,
Sri Lanka,LKA,1991,4479.8823810762,South Asia,Lower middle income
Lower middle income,LMC,1991,2879.60731703684,,
Low & middle income,LMY,1991,4370.00937814808,,
Lesotho,LSO,1991,1496.15967609633,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1991,6494.39596168715,,
Lithuania,LTU,1991,19956.9113884449,Europe & Central Asia,High income
Luxembourg,LUX,1991,88420.4727718772,Europe & Central Asia,High income
Latvia,LVA,1991,15925.3003792162,Europe & Central Asia,High income
"Macao SAR, China",MAC,1991,52928.768934331,East Asia & Pacific,High income
Morocco,MAR,1991,4620.40771484375,Middle East & North Africa,Lower middle income
Moldova,MDA,1991,13379.5569559197,Europe & Central Asia,Upper middle income
Madagascar,MDG,1991,1821.93006759899,Sub-Saharan Africa,Low income
Maldives,MDV,1991,8739.84398254314,South Asia,Upper middle income
Middle East & North Africa,MEA,1991,11871.1189853341,,
Mexico,MEX,1991,17983.3350350737,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1991,3717.03150793825,East Asia & Pacific,Upper middle income
Middle income,MIC,1991,4586.04789651032,,
North Macedonia,MKD,1991,12394.6500154871,Europe & Central Asia,Upper middle income
Mali,MLI,1991,1656.79696114292,Sub-Saharan Africa,Low income
Malta,MLT,1991,19119.6832779095,Middle East & North Africa,High income
Myanmar,MMR,1991,753.937636594329,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1991,7922.75507848534,,
Mongolia,MNG,1991,5781.51234303104,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1991,554.823923469846,Sub-Saharan Africa,Low income
Mauritania,MRT,1991,5307.1852329343,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1991,9248.00025030109,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1991,1146.11378686003,Sub-Saharan Africa,Low income
Malaysia,MYS,1991,13029.7399810969,East Asia & Pacific,Upper middle income
North America,NAC,1991,43245.0451872323,,
Namibia,NAM,1991,7618.69335133213,Sub-Saharan Africa,Upper middle income
Niger,NER,1991,1348.89805666082,Sub-Saharan Africa,Low income
Nigeria,NGA,1991,3642.58576814762,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1991,4016.16296425477,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1991,43752.7510277508,Europe & Central Asia,High income
Norway,NOR,1991,58736.6124093388,Europe & Central Asia,High income
Nepal,NPL,1991,1865.49729454109,South Asia,Lower middle income
Nauru,NRU,1991,17038.7839119791,East Asia & Pacific,High income
New Zealand,NZL,1991,29072.2124319833,East Asia & Pacific,High income
OECD members,OED,1991,33466.8052413116,,
Oman,OMN,1991,34925.9962557737,Middle East & North Africa,High income
Other small states,OSS,1991,15137.9774127499,,
Pakistan,PAK,1991,3275.72898717914,South Asia,Lower middle income
Panama,PAN,1991,12201.7255405379,Latin America & Caribbean,High income
Peru,PER,1991,6295.91338391316,Latin America & Caribbean,Upper middle income
Philippines,PHL,1991,4471.6378681596,East Asia & Pacific,Lower middle income
Palau,PLW,1991,18268.1467127558,East Asia & Pacific,High income
