country,countryCode,year,value,region,incomeGroup
Ethiopia,ETH,1960,4001267987.85908,Sub-Saharan Africa,Low income
Finland,FIN,1960,2841171261.88077,Europe & Central Asia,High income
Fiji,FJI,1960,89200000.0,East Asia & Pacific,Upper middle income
France,FRA,1960,46834000000.0,Europe & Central Asia,High income
Gabon,GAB,1960,34687500300.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1960,26155000000.0,Europe & Central Asia,High income
Ghana,GHA,1960,86900.0,Sub-Saharan Africa,Lower middle income
Greece,GRC,1960,381675000.0,Europe & Central Asia,High income
Guatemala,GTM,1960,1043599900.0,Latin America & Caribbean,Upper middle income
Guyana,GUY,1960,291800000.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1960,7116188200.0,East Asia & Pacific,High income
Honduras,HND,1960,671300000.0,Latin America & Caribbean,Lower middle income
Haiti,HTI,1960,1365936000.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,1960,182179483420.032,Europe & Central Asia,High income
Indonesia,IDN,1960,390200000000.0,East Asia & Pacific,Upper middle income
India,IND,1960,176332604030.0,South Asia,Lower middle income
Ireland,IRL,1960,906298693.611839,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1960,318084430035.205,Middle East & North Africa,Upper middle income
Iraq,IRQ,1960,549018859.55737,Middle East & North Africa,Upper middle income
Iceland,ISL,1960,91261481.8052647,Europe & Central Asia,High income
Israel,ISR,1960,610598.727279421,Middle East & North Africa,High income
Italy,ITA,1960,13507876398.8984,Europe & Central Asia,High income
Jamaica,JAM,1960,499331900.0,Latin America & Caribbean,Upper middle income
Japan,JPN,1960,17070925778806.3,East Asia & Pacific,High income
Kenya,KEN,1960,5651898400.0,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1960,21200000.0,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1960,249900000000.0,East Asia & Pacific,High income
Liberia,LBR,1960,190495599.999999,Sub-Saharan Africa,Low income
Libya,LBY,1960,143444431.958405,Middle East & North Africa,Upper middle income
Sri Lanka,LKA,1960,6711000000.0,South Asia,Lower middle income
Lesotho,LSO,1960,24700000.0,Sub-Saharan Africa,Lower middle income
Luxembourg,LUX,1960,879949965.56327,Europe & Central Asia,High income
Morocco,MAR,1960,10309001200.0,Middle East & North Africa,Lower middle income
Madagascar,MDG,1960,33230448600.0,Sub-Saharan Africa,Low income
Mexico,MEX,1960,163000000.0,Latin America & Caribbean,Upper middle income
Myanmar,MMR,1960,6121001500.0,East Asia & Pacific,Lower middle income
Mauritius,MUS,1960,771854294.448753,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1960,5866000000.0,East Asia & Pacific,Upper middle income
Niger,NER,1960,110221787100.0,Sub-Saharan Africa,Low income
Nigeria,NGA,1960,2997268700.0,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1960,0.4700948,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1960,22871041254.6935,Europe & Central Asia,High income
Norway,NOR,1960,37881948506.2296,Europe & Central Asia,High income
Nepal,NPL,1960,3872999900.0,South Asia,Lower middle income
New Zealand,NZL,1960,2843960225.78494,East Asia & Pacific,High income
Oman,OMN,1960,15800000.0,Middle East & North Africa,High income
Pakistan,PAK,1960,17854000000.0,South Asia,Lower middle income
Panama,PAN,1960,537147100.0,Latin America & Caribbean,High income
Peru,PER,1960,70.213090095,Latin America & Caribbean,Upper middle income
Philippines,PHL,1960,15144511601.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1960,205800000.0,East Asia & Pacific,Lower middle income
Puerto Rico,PRI,1960,1691900000.0,Latin America & Caribbean,High income
Portugal,PRT,1960,474720798.351081,Europe & Central Asia,High income
Paraguay,PRY,1960,35580934868.0001,Latin America & Caribbean,Upper middle income
Rwanda,RWA,1960,5950001200.0,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1960,7866558285.61804,Middle East & North Africa,High income
Sudan,SDN,1960,392200.0,Sub-Saharan Africa,Low income
Senegal,SEN,1960,246100452150.0,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1960,2157400000.0,East Asia & Pacific,High income
Sierra Leone,SLE,1960,197156.7,Sub-Saharan Africa,Low income
Somalia,SOM,1960,1289000064.0,Sub-Saharan Africa,Low income
Suriname,SUR,1960,199300.0,Latin America & Caribbean,Upper middle income
Sweden,SWE,1960,82529276000.0,Europe & Central Asia,High income
Eswatini,SWZ,1960,25054900.0,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1960,57200000.0,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1960,3070581800.0,Middle East & North Africa,Low income
Chad,TCD,1960,76888948700.0,Sub-Saharan Africa,Low income
Togo,TGO,1960,41942355343.6835,Sub-Saharan Africa,Low income
Thailand,THA,1960,58477600800.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1960,918299300.0,Latin America & Caribbean,High income
Turkiye,TUR,1960,68100.0,Europe & Central Asia,Upper middle income
Tanzania,TZA,1960,18940934771.9014,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1960,40355000.0,Sub-Saharan Africa,Low income
Uruguay,URY,1960,14500.0,Latin America & Caribbean,High income
United States,USA,1960,541988586206.897,North America,High income
St. Vincent and the Grenadines,VCT,1960,22400000.0,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1960,25671000.0,Latin America & Caribbean,
South Africa,ZAF,1960,6249000000.0,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1960,499100.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1960,1052990400.0,Sub-Saharan Africa,Lower middle income
Argentina,ARG,1961,0.1668071896,Latin America & Caribbean,Upper middle income
Australia,AUS,1961,17574000000.0,East Asia & Pacific,High income
Austria,AUT,1961,13935875056.3456,Europe & Central Asia,High income
Burundi,BDI,1961,10149999600.0,Sub-Saharan Africa,Low income
Belgium,BEL,1961,15569822512.8961,Europe & Central Asia,High income
Benin,BEN,1961,57800011800.0,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1961,85901672400.0,Sub-Saharan Africa,Low income
Bangladesh,BGD,1961,23124385800.0,South Asia,Lower middle income
"Bahamas, The",BHS,1961,193900000.0,Latin America & Caribbean,High income
Belize,BLZ,1961,42807100.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1961,76500000.0,North America,High income
Bolivia,BOL,1961,4872.0,Latin America & Caribbean,Lower middle income
Brazil,BRA,1961,0.0016919273,Latin America & Caribbean,Upper middle income
Barbados,BRB,1961,146338239.168697,Latin America & Caribbean,High income
Botswana,BWA,1961,23515300.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1961,30200000500.0,Sub-Saharan Africa,Low income
Canada,CAN,1961,41574439195.0876,North America,High income
Switzerland,CHE,1961,51221889688.0814,Europe & Central Asia,High income
Chile,CHL,1961,5070700.0,Latin America & Caribbean,High income
China,CHN,1961,123230000000.0,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1961,151630987300.0,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1961,160100302800.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1961,0.0005401807,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1961,37200007200.0,Sub-Saharan Africa,Lower middle income
Colombia,COL,1961,30421000000.0,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1961,2929300700.0,Latin America & Caribbean,Upper middle income
Germany,DEU,1961,198396446618.311,Europe & Central Asia,High income
Denmark,DNK,1961,48753085840.7856,Europe & Central Asia,High income
Dominican Republic,DOM,1961,654100200.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,1961,12020492300.0,Middle East & North Africa,Upper middle income
Ecuador,ECU,1961,1606925598.8,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1961,1565200000.0,Middle East & North Africa,Lower middle income
Spain,ESP,1961,5138041882.08871,Europe & Central Asia,High income
Ethiopia,ETH,1961,4176045037.04485,Sub-Saharan Africa,Low income
Finland,FIN,1961,3220543573.19469,Europe & Central Asia,High income
Fiji,FJI,1961,92900000.0,East Asia & Pacific,Upper middle income
France,FRA,1961,50775000000.0,Europe & Central Asia,High income
Gabon,GAB,1961,41114890200.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1961,27765000000.0,Europe & Central Asia,High income
Ghana,GHA,1961,93000.0,Sub-Saharan Africa,Lower middle income
Greece,GRC,1961,436807000.0,Europe & Central Asia,High income
Guatemala,GTM,1961,1076699900.0,Latin America & Caribbean,Upper middle income
Guyana,GUY,1961,318600000.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1961,7455000000.0,East Asia & Pacific,High income
Honduras,HND,1961,712400000.0,Latin America & Caribbean,Lower middle income
Haiti,HTI,1961,1355330000.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,1961,192612811288.107,Europe & Central Asia,High income
Indonesia,IDN,1961,470100000000.0,East Asia & Pacific,Upper middle income
India,IND,1961,186820935960.0,South Asia,Lower middle income
Ireland,IRL,1961,975781853.975053,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1961,335341393934.153,Middle East & North Africa,Upper middle income
Iraq,IRQ,1961,597129154.748084,Middle East & North Africa,Upper middle income
Iceland,ISL,1961,103295967.384142,Europe & Central Asia,High income
Israel,ISR,1961,737467.806329097,Middle East & North Africa,High income
Italy,ITA,1961,15023155314.4245,Europe & Central Asia,High income
Jamaica,JAM,1961,534317000.0,Latin America & Caribbean,Upper middle income
Japan,JPN,1961,20616032944651.8,East Asia & Pacific,High income
Kenya,KEN,1961,5663998500.0,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1961,21400000.0,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1961,301700000000.0,East Asia & Pacific,High income
Liberia,LBR,1961,183920899.999999,Sub-Saharan Africa,Low income
Libya,LBY,1961,158537781.827121,Middle East & North Africa,Upper middle income
Sri Lanka,LKA,1961,6875000000.0,South Asia,Lower middle income
Lesotho,LSO,1961,25500000.0,Sub-Saharan Africa,Lower middle income
Luxembourg,LUX,1961,880224935.707001,Europe & Central Asia,High income
Morocco,MAR,1961,10251001900.0,Middle East & North Africa,Lower middle income
Madagascar,MDG,1961,34518044700.0,Sub-Saharan Africa,Low income
Mexico,MEX,1961,177000000.0,Latin America & Caribbean,Upper middle income
Myanmar,MMR,1961,6239004200.0,East Asia & Pacific,Lower middle income
Mauritania,MRT,1961,786035272.2,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1961,913131131.695971,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1961,5822000000.0,East Asia & Pacific,Upper middle income
Niger,NER,1961,119143735300.0,Sub-Saharan Africa,Low income
Nigeria,NGA,1961,3190921200.0,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1961,0.5051019192,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1961,24146138993.5552,Europe & Central Asia,High income
Norway,NOR,1961,41324302064.1672,Europe & Central Asia,High income
Nepal,NPL,1961,4052999900.0,South Asia,Lower middle income
New Zealand,NZL,1961,2944498663.65612,East Asia & Pacific,High income
Oman,OMN,1961,16300000.0,Middle East & North Africa,High income
Pakistan,PAK,1961,19613000000.0,South Asia,Lower middle income
Panama,PAN,1961,599026300.0,Latin America & Caribbean,High income
Peru,PER,1961,77.710749722,Latin America & Caribbean,Upper middle income
Philippines,PHL,1961,16505796396.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1961,218600000.0,East Asia & Pacific,Lower middle income
Puerto Rico,PRI,1961,1865100000.0,Latin America & Caribbean,High income
Portugal,PRT,1961,508069028.552322,Europe & Central Asia,High income
Paraguay,PRY,1961,40578767858.0001,Latin America & Caribbean,Upper middle income
Rwanda,RWA,1961,6100000800.0,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1961,8643650778.6048,Middle East & North Africa,High income
Sudan,SDN,1961,425800.0,Sub-Saharan Africa,Low income
Senegal,SEN,1961,259724379540.0,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1961,2340700000.0,East Asia & Pacific,High income
Sierra Leone,SLE,1961,200723.3,Sub-Saharan Africa,Low income
Somalia,SOM,1961,1368999936.0,Sub-Saharan Africa,Low income
Suriname,SUR,1961,215400.0,Latin America & Caribbean,Upper middle income
Sweden,SWE,1961,89779930000.0,Europe & Central Asia,High income
Eswatini,SWZ,1961,30732900.0,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1961,55200000.0,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1961,3383977000.0,Middle East & North Africa,Low income
Chad,TCD,1961,81910825000.0,Sub-Saharan Africa,Low income
Togo,TGO,1961,43778216526.9179,Sub-Saharan Africa,Low income
Thailand,THA,1961,63892103200.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1961,1002799000.0,Latin America & Caribbean,High income
Tunisia,TUN,1961,363785280.0,Middle East & North Africa,Lower middle income
Turkiye,TUR,1961,71900.0,Europe & Central Asia,Upper middle income
Tanzania,TZA,1961,20187001155.182,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1961,42121400.0,Sub-Saharan Africa,Low income
Uruguay,URY,1961,17600.0,Latin America & Caribbean,High income
United States,USA,1961,561940310344.828,North America,High income
St. Vincent and the Grenadines,VCT,1961,24000000.0,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1961,27024000.0,Latin America & Caribbean,
South Africa,ZAF,1961,6590000000.0,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1961,487400.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1961,1096646600.0,Sub-Saharan Africa,Lower middle income
Argentina,ARG,1962,0.2131359279,Latin America & Caribbean,Upper middle income
Australia,AUS,1962,17788000000.0,East Asia & Pacific,High income
Austria,AUT,1962,14782806883.6337,Europe & Central Asia,High income
Burundi,BDI,1962,10675000300.0,Sub-Saharan Africa,Low income
Belgium,BEL,1962,16654512199.8523,Europe & Central Asia,High income
Benin,BEN,1962,57929838600.0,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1962,92999196700.0,Sub-Saharan Africa,Low income
Bangladesh,BGD,1962,24390785000.0,South Asia,Lower middle income
"Bahamas, The",BHS,1962,216500000.0,Latin America & Caribbean,High income
Belize,BLZ,1962,45510800.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1962,80700000.0,North America,High income
Bolivia,BOL,1962,5327.0,Latin America & Caribbean,Lower middle income
Brazil,BRA,1962,0.0027098909,Latin America & Caribbean,Upper middle income
Barbados,BRB,1962,152199094.804991,Latin America & Caribbean,High income
Botswana,BWA,1962,25424300.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1962,30500003800.0,Sub-Saharan Africa,Low income
Canada,CAN,1962,45247543766.8137,North America,High income
Switzerland,CHE,1962,56803089632.1088,Europe & Central Asia,High income
Chile,CHL,1962,5957900.0,Latin America & Caribbean,High income
China,CHN,1962,116220000000.0,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1962,158103633900.0,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1962,170100342800.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1962,0.0007937667,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1962,40800010200.0,Sub-Saharan Africa,Lower middle income
Colombia,COL,1962,34199200000.0,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1962,3186600400.0,Latin America & Caribbean,Upper middle income
Germany,DEU,1962,215783317013.893,Europe & Central Asia,High income
Denmark,DNK,1962,54934378332.0495,Europe & Central Asia,High income
Dominican Republic,DOM,1962,824100000.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,1962,9881251800.0,Middle East & North Africa,Upper middle income
Ecuador,ECU,1962,1517480482.4,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1962,1632300000.0,Middle East & North Africa,Lower middle income
Spain,ESP,1962,5993835450.70598,Europe & Central Asia,High income
Ethiopia,ETH,1962,4341776063.091,Sub-Saharan Africa,Low income
Finland,FIN,1962,3448377430.77625,Europe & Central Asia,High income
Fiji,FJI,1962,97600000.0,East Asia & Pacific,Upper middle income
France,FRA,1962,56906000000.0,Europe & Central Asia,High income
Faroe Islands,FRO,1962,259900000.0,Europe & Central Asia,High income
Gabon,GAB,1962,44787683300.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1962,29017000000.0,Europe & Central Asia,High income
Ghana,GHA,1962,98700.0,Sub-Saharan Africa,Lower middle income
Equatorial Guinea,GNQ,1962,2235200000.0,Sub-Saharan Africa,Upper middle income
Greece,GRC,1962,458962000.0,Europe & Central Asia,High income
Guatemala,GTM,1962,1143600000.0,Latin America & Caribbean,Upper middle income
Guyana,GUY,1962,334200000.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1962,8687000000.0,East Asia & Pacific,High income
Honduras,HND,1962,775500000.0,Latin America & Caribbean,Lower middle income
Haiti,HTI,1962,1409484000.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,1962,203163633965.634,Europe & Central Asia,High income
Indonesia,IDN,1962,1335100000000.0,East Asia & Pacific,Upper middle income
India,IND,1962,200768760460.0,South Asia,Lower middle income
Ireland,IRL,1962,1056319555.20885,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1962,355537656048.622,Middle East & North Africa,Upper middle income
Iraq,IRQ,1962,637205448.268879,Middle East & North Africa,Upper middle income
Iceland,ISL,1962,124356304.966738,Europe & Central Asia,High income
Israel,ISR,1962,884748.053018948,Middle East & North Africa,High income
Italy,ITA,1962,16879537039.9762,Europe & Central Asia,High income
Jamaica,JAM,1962,555520000.0,Latin America & Caribbean,Upper middle income
Japan,JPN,1962,23395628714985.2,East Asia & Pacific,High income
Kenya,KEN,1962,6200798200.0,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1962,21500000.0,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1962,365900000000.0,East Asia & Pacific,High income
Kuwait,KWT,1962,653000000.0,Middle East & North Africa,High income
Liberia,LBR,1962,191861799.999999,Sub-Saharan Africa,Low income
Libya,LBY,1962,221330725.937427,Middle East & North Africa,Upper middle income
Sri Lanka,LKA,1962,6970000000.0,South Asia,Lower middle income
Lesotho,LSO,1962,29900000.0,Sub-Saharan Africa,Lower middle income
Luxembourg,LUX,1962,926931971.06287,Europe & Central Asia,High income
Morocco,MAR,1962,12041998300.0,Middle East & North Africa,Lower middle income
Madagascar,MDG,1962,36499038200.0,Sub-Saharan Africa,Low income
Mexico,MEX,1962,190000000.0,Latin America & Caribbean,Upper middle income
Myanmar,MMR,1962,6533003300.0,East Asia & Pacific,Lower middle income
Mauritania,MRT,1962,811007201.24,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1962,941609571.522681,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1962,6127000000.0,East Asia & Pacific,Upper middle income
Niger,NER,1962,130282831900.0,Sub-Saharan Africa,Low income
Nigeria,NGA,1962,3506715100.0,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1962,0.5571123362,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1962,25994319141.1207,Europe & Central Asia,High income
Norway,NOR,1962,44512262024.6383,Europe & Central Asia,High income
Nepal,NPL,1962,4374000100.0,South Asia,Lower middle income
New Zealand,NZL,1962,3172314985.84004,East Asia & Pacific,High income
Oman,OMN,1962,20100000.0,Middle East & North Africa,High income
Pakistan,PAK,1962,20525000000.0,South Asia,Lower middle income
Panama,PAN,1962,652120900.0,Latin America & Caribbean,High income
Peru,PER,1962,88.085521435,Latin America & Caribbean,Upper middle income
Philippines,PHL,1962,18469989692.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1962,233200000.0,East Asia & Pacific,Lower middle income
Puerto Rico,PRI,1962,2094400000.0,Latin America & Caribbean,High income
Portugal,PRT,1962,545340481.534282,Europe & Central Asia,High income
Paraguay,PRY,1962,45448000000.0001,Latin America & Caribbean,Upper middle income
Rwanda,RWA,1962,6250000400.0,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1962,9587729393.18129,Middle East & North Africa,High income
Sudan,SDN,1962,462500.0,Sub-Saharan Africa,Low income
Senegal,SEN,1962,265956603620.0,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1962,2529300000.0,East Asia & Pacific,High income
Sierra Leone,SLE,1962,209838.1,Sub-Saharan Africa,Low income
Somalia,SOM,1962,1453800064.0,Sub-Saharan Africa,Low income
Suriname,SUR,1962,232300.0,Latin America & Caribbean,Upper middle income
Sweden,SWE,1962,97366817000.0,Europe & Central Asia,High income
Eswatini,SWZ,1962,32805700.0,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1962,60200000.0,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1962,4097988100.0,Middle East & North Africa,Low income
Chad,TCD,1962,87625703400.0,Sub-Saharan Africa,Low income
Togo,TGO,1962,45755297290.6057,Sub-Saharan Africa,Low income
Thailand,THA,1962,69090099200.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1962,1061698900.0,Latin America & Caribbean,High income
Tunisia,TUN,1962,369611648.0,Middle East & North Africa,Lower middle income
Turkiye,TUR,1962,80300.0,Europe & Central Asia,Upper middle income
Tanzania,TZA,1962,22154223094.8368,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1962,42835800.0,Sub-Saharan Africa,Low income
Uruguay,URY,1962,19400.0,Latin America & Caribbean,High income
United States,USA,1962,603639413793.103,North America,High income
St. Vincent and the Grenadines,VCT,1962,24900000.0,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1962,29525000.0,Latin America & Caribbean,
South Africa,ZAF,1962,7010000000.0,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1962,485200.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1962,1117601600.0,Sub-Saharan Africa,Lower middle income
Argentina,ARG,1963,0.2534708977,Latin America & Caribbean,Upper middle income
Australia,AUS,1963,19232000000.0,East Asia & Pacific,High income
Austria,AUT,1963,15960811836.2242,Europe & Central Asia,High income
Burundi,BDI,1963,11637499900.0,Sub-Saharan Africa,Low income
Belgium,BEL,1963,17905108027.3245,Europe & Central Asia,High income
Benin,BEN,1963,62216437800.0,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1963,96546406400.0,Sub-Saharan Africa,Low income
Bangladesh,BGD,1963,25533401100.0,South Asia,Lower middle income
"Bahamas, The",BHS,1963,242500000.0,Latin America & Caribbean,High income
Belize,BLZ,1963,48214400.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1963,82600000.0,North America,High income
Bolivia,BOL,1963,5736.0,Latin America & Caribbean,Lower middle income
Brazil,BRA,1963,0.0048639273,Latin America & Caribbean,Upper middle income
Barbados,BRB,1963,171246875.622944,Latin America & Caribbean,High income
Botswana,BWA,1963,27246600.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1963,31700000800.0,Sub-Saharan Africa,Low income
Canada,CAN,1963,48684216344.8305,North America,High income
Switzerland,CHE,1963,62462660471.3978,Europe & Central Asia,High income
Chile,CHL,1963,9069100.0,Latin America & Caribbean,High income
China,CHN,1963,124830000000.0,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1963,186469007400.0,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1963,176000352300.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1963,0.0015688294,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1963,42200006700.0,Sub-Saharan Africa,Lower middle income
Colombia,COL,1963,43525500000.0,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1963,3404200400.0,Latin America & Caribbean,Upper middle income
Germany,DEU,1963,228696372804.763,Europe & Central Asia,High income
Denmark,DNK,1963,58476153915.0932,Europe & Central Asia,High income
Dominican Republic,DOM,1963,940799900.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,1963,13344784400.0,Middle East & North Africa,Upper middle income
Ecuador,ECU,1963,1823470009.7,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1963,1820500000.0,Middle East & North Africa,Lower middle income
Spain,ESP,1963,7084399117.55526,Europe & Central Asia,High income
Ethiopia,ETH,1963,4534303906.31565,Sub-Saharan Africa,Low income
Finland,FIN,1963,3744964822.11686,Europe & Central Asia,High income
Fiji,FJI,1963,102800000.0,East Asia & Pacific,Upper middle income
France,FRA,1963,63794000000.0,Europe & Central Asia,High income
Faroe Islands,FRO,1963,311400000.0,Europe & Central Asia,High income
Gabon,GAB,1963,37850185700.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1963,30915000000.0,Europe & Central Asia,High income
Ghana,GHA,1963,110000.0,Sub-Saharan Africa,Lower middle income
Equatorial Guinea,GNQ,1963,2656000000.0,Sub-Saharan Africa,Upper middle income
Greece,GRC,1963,519027000.0,Europe & Central Asia,High income
Guatemala,GTM,1963,1262800000.0,Latin America & Caribbean,Upper middle income
Guyana,GUY,1963,301300000.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1963,10427000000.0,East Asia & Pacific,High income
Honduras,HND,1963,820400000.0,Latin America & Caribbean,Lower middle income
Haiti,HTI,1963,1474417000.0,Latin America & Caribbean,Lower middle income
