country,countryCode,year,value,region,incomeGroup
United Kingdom,GBR,1960,1397.5948032844,Europe & Central Asia,High income
Ghana,GHA,1960,177.087736539748,Sub-Saharan Africa,Lower middle income
Greece,GRC,1960,520.323425941909,Europe & Central Asia,High income
Guatemala,GTM,1960,252.756171165062,Latin America & Caribbean,Upper middle income
Guyana,GUY,1960,297.586043682694,Latin America & Caribbean,High income
High income,HIC,1960,1203.51026705988,,
"Hong Kong SAR, China",HKG,1960,424.056554189694,East Asia & Pacific,High income
Honduras,HND,1960,161.477559357977,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1960,118.40763479584,,
Haiti,HTI,1960,70.0275483647212,Latin America & Caribbean,Lower middle income
IBRD only,IBD,1960,171.545706027185,,
IDA & IBRD total,IBT,1960,160.7608051052,,
IDA total,IDA,1960,104.282612296302,,
IDA blend,IDB,1960,101.842599131954,,
IDA only,IDX,1960,108.580109309172,,
India,IND,1960,83.0351018240893,South Asia,Lower middle income
Ireland,IRL,1960,706.551022345168,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1960,196.323927100171,Middle East & North Africa,Upper middle income
Iraq,IRQ,1960,216.98264788601,Middle East & North Africa,Upper middle income
Iceland,ISL,1960,1436.25885405655,Europe & Central Asia,High income
Israel,ISR,1960,1444.16497308309,Middle East & North Africa,High income
Italy,ITA,1960,834.981383310866,Europe & Central Asia,High income
Jamaica,JAM,1960,425.653769169703,Latin America & Caribbean,Upper middle income
Japan,JPN,1960,508.702779291773,East Asia & Pacific,High income
Kenya,KEN,1960,102.07986772692,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1960,218.260426227979,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1960,158.274135881229,East Asia & Pacific,High income
Liberia,LBR,1960,167.538473174755,Sub-Saharan Africa,Low income
Libya,LBY,1960,281.463342195252,Middle East & North Africa,Upper middle income
Least developed countries: UN classification,LDC,1960,104.191132534395,,
Sri Lanka,LKA,1960,144.101853916495,South Asia,Lower middle income
Lower middle income,LMC,1960,102.033199619679,,
Low & middle income,LMY,1960,133.075064908265,,
Lesotho,LSO,1960,46.8666376196476,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1960,215.745490762418,,
Luxembourg,LUX,1960,2261.17741836594,Europe & Central Asia,High income
Morocco,MAR,1960,172.599319458008,Middle East & North Africa,Lower middle income
Madagascar,MDG,1960,132.670284154147,Sub-Saharan Africa,Low income
Mexico,MEX,1960,359.545059695095,Latin America & Caribbean,Upper middle income
Middle income,MIC,1960,136.748261985351,,
Myanmar,MMR,1960,25.0958082809618,East Asia & Pacific,Lower middle income
Mauritius,MUS,1960,239.535445583533,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1960,244.611029147424,East Asia & Pacific,Upper middle income
North America,NAC,1960,2933.35449991156,,
Niger,NER,1960,128.530590966881,Sub-Saharan Africa,Low income
Nigeria,NGA,1960,93.397047715008,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,1960,1154.68660875299,Europe & Central Asia,High income
Norway,NOR,1960,1451.2850779894,Europe & Central Asia,High income
Nepal,NPL,1960,49.9938398506726,South Asia,Lower middle income
New Zealand,NZL,1960,2334.13382506632,East Asia & Pacific,High income
OECD members,OED,1960,1314.04695613771,,
Pakistan,PAK,1960,81.5869472962009,South Asia,Lower middle income
Panama,PAN,1960,476.621422214414,Latin America & Caribbean,High income
Philippines,PHL,1960,263.837123795199,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1960,116.079963538362,East Asia & Pacific,Lower middle income
Pre-demographic dividend,PRE,1960,116.773051209345,,
Puerto Rico,PRI,1960,717.514843087362,Latin America & Caribbean,High income
Portugal,PRT,1960,376.976430250874,Europe & Central Asia,High income
Paraguay,PRY,1960,152.459334334093,Latin America & Caribbean,Upper middle income
Post-demographic dividend,PST,1960,1371.50460159867,,
Rwanda,RWA,1960,40.1191924109337,Sub-Saharan Africa,Low income
South Asia,SAS,1960,82.7642770832363,,
Saudi Arabia,SAU,1960,419.660935021431,Middle East & North Africa,High income
Sudan,SDN,1960,100.319816589355,Sub-Saharan Africa,Low income
Senegal,SEN,1960,306.641642193102,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1960,428.056183371291,East Asia & Pacific,High income
Sierra Leone,SLE,1960,139.986125549463,Sub-Saharan Africa,Low income
Somalia,SOM,1960,62.8619936573756,Sub-Saharan Africa,Low income
Sub-Saharan Africa (excluding high income),SSA,1960,145.191636967568,,
Sub-Saharan Africa,SSF,1960,145.210527612453,,
Suriname,SUR,1960,371.279750815958,Latin America & Caribbean,Upper middle income
Sweden,SWE,1960,2131.45451877589,Europe & Central Asia,High income
Eswatini,SWZ,1960,101.652865313091,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1960,288.058144476031,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1960,186.024291191457,Middle East & North Africa,Low income
Chad,TCD,1960,103.537481624906,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1960,91.1892356997699,,
Togo,TGO,1960,103.585132279185,Sub-Saharan Africa,Low income
Thailand,THA,1960,103.800956567278,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,1960,82.7642770832363,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1960,145.210527612453,,
Trinidad and Tobago,TTO,1960,632.385227248664,Latin America & Caribbean,High income
Turkiye,TUR,1960,275.04169850244,Europe & Central Asia,Upper middle income
Tanzania,TZA,1960,271.429718017578,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1960,55.5293371220614,Sub-Saharan Africa,Low income
Upper middle income,UMC,1960,156.516323749423,,
Uruguay,URY,1960,477.786990828994,Latin America & Caribbean,High income
United States,USA,1960,2999.86487154495,North America,High income
St. Vincent and the Grenadines,VCT,1960,155.294493767386,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1960,939.560806105492,Latin America & Caribbean,
World,WLD,1960,450.106029265854,,
South Africa,ZAF,1960,529.561922745367,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1960,228.567398531142,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1960,276.643363257328,Sub-Saharan Africa,Lower middle income
Africa Eastern and Southern,AFE,1961,166.263682006911,,
Africa Western and Central,AFW,1961,127.732834021678,,
Australia,AUS,1961,1877.600224102,East Asia & Pacific,High income
Austria,AUT,1961,1040.80488478971,Europe & Central Asia,High income
Burundi,BDI,1961,72.0887821327769,Sub-Saharan Africa,Low income
Belgium,BEL,1961,1367.78885228138,Europe & Central Asia,High income
Benin,BEN,1961,92.3748598739587,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1961,72.173766181674,Sub-Saharan Africa,Low income
Bangladesh,BGD,1961,92.8551129373993,South Asia,Lower middle income
"Bahamas, The",BHS,1961,1581.30397963404,Latin America & Caribbean,High income
Belize,BLZ,1961,319.602802617404,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1961,1961.53813461544,North America,High income
Bolivia,BOL,1961,107.272777234074,Latin America & Caribbean,Lower middle income
Barbados,BRB,1961,365.271681776884,Latin America & Caribbean,High income
Botswana,BWA,1961,62.7429912996026,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1961,71.9932034722194,Sub-Saharan Africa,Low income
Canada,CAN,1961,2246.08356619252,North America,High income
Switzerland,CHE,1961,2155.44996908648,Europe & Central Asia,High income
Chile,CHL,1961,580.888646675343,Latin America & Caribbean,High income
China,CHN,1961,75.8055607913604,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1961,160.652716961261,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1961,125.525585911057,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,1961,139.995753237947,Sub-Saharan Africa,Lower middle income
Colombia,COL,1961,280.579137401505,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1961,351.201085862769,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1961,397.599377611895,,
Germany,DEU,1961,1311.10429752935,Europe & Central Asia,High income
Denmark,DNK,1961,1530.53773433003,Europe & Central Asia,High income
Dominican Republic,DOM,1961,191.907440848606,Latin America & Caribbean,Upper middle income
Algeria,DZA,1961,209.917177642367,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1961,79.4136155125077,,
Early-demographic dividend,EAR,1961,139.434447895675,,
East Asia & Pacific,EAS,1961,151.557735817092,,
Europe & Central Asia,ECS,1961,696.254877985547,,
Ecuador,ECU,1961,369.114673479339,Latin America & Caribbean,Upper middle income
Euro area,EMU,1961,1030.44716982453,,
Spain,ESP,1961,463.521517058484,Europe & Central Asia,High income
Ethiopia,ETH,1961,75.4368562560782,Sub-Saharan Africa,Low income
European Union,EUU,1961,880.347463807733,,
Fragile and conflict affected situations,FCS,1961,130.595832459644,,
Finland,FIN,1961,1341.37946340792,Europe & Central Asia,High income
Fiji,FJI,1961,282.215173939264,East Asia & Pacific,Upper middle income
France,FRA,1961,1430.43462423276,Europe & Central Asia,High income
Gabon,GAB,1961,322.797123062224,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1961,1472.38571407868,Europe & Central Asia,High income
Ghana,GHA,1961,184.252892333057,Sub-Saharan Africa,Lower middle income
Greece,GRC,1961,590.779919562748,Europe & Central Asia,High income
Guatemala,GTM,1961,253.227290034998,Latin America & Caribbean,Upper middle income
Guyana,GUY,1961,315.75005543039,Latin America & Caribbean,High income
High income,HIC,1961,1268.15585271693,,
"Hong Kong SAR, China",HKG,1961,436.754411520393,East Asia & Pacific,High income
Honduras,HND,1961,166.454198459014,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1961,122.243389724916,,
Haiti,HTI,1961,68.1938366775398,Latin America & Caribbean,Lower middle income
IBRD only,IBD,1961,167.251942935847,,
IDA & IBRD total,IBT,1961,158.468567289902,,
IDA total,IDA,1961,108.953834506129,,
IDA blend,IDB,1961,106.423429818674,,
IDA only,IDX,1961,113.436975492254,,
India,IND,1961,85.9697041851008,South Asia,Lower middle income
Ireland,IRL,1961,761.851359570018,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1961,201.374873296143,Middle East & North Africa,Upper middle income
Iraq,IRQ,1961,230.275006632991,Middle East & North Africa,Upper middle income
Iceland,ISL,1961,1439.44972356432,Europe & Central Asia,High income
Israel,ISR,1961,1687.5693508675,Middle East & North Africa,High income
Italy,ITA,1961,920.965141222417,Europe & Central Asia,High income
Jamaica,JAM,1961,449.611842124857,Latin America & Caribbean,Upper middle income
Japan,JPN,1961,608.864581144951,East Asia & Pacific,High income
Kenya,KEN,1961,98.5352505590218,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1961,221.937207763579,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1961,93.8313831944754,East Asia & Pacific,High income
Liberia,LBR,1961,157.871339607984,Sub-Saharan Africa,Low income
Libya,LBY,1961,300.187732663647,Middle East & North Africa,Upper middle income
Least developed countries: UN classification,LDC,1961,108.986768139901,,
Sri Lanka,LKA,1961,144.102950276651,South Asia,Lower middle income
Lower middle income,LMC,1961,106.144338315799,,
Low & middle income,LMY,1961,130.013375875071,,
Lesotho,LSO,1961,46.9184128164934,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1961,196.563983732806,,
Luxembourg,LUX,1961,2241.36003221423,Europe & Central Asia,High income
Morocco,MAR,1961,167.165298461914,Middle East & North Africa,Lower middle income
Madagascar,MDG,1961,134.293094219858,Sub-Saharan Africa,Low income
Mexico,MEX,1961,378.212027746126,Latin America & Caribbean,Upper middle income
Middle income,MIC,1961,133.334693481214,,
Myanmar,MMR,1961,27.2746297505933,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1961,169.242198017976,,
Mauritania,MRT,1961,184.774593135907,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1961,281.68308135485,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1961,235.529665759398,East Asia & Pacific,Upper middle income
North America,NAC,1961,2985.37308351352,,
Niger,NER,1961,134.845575464739,Sub-Saharan Africa,Low income
Nigeria,NGA,1961,97.420968283806,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,1961,1252.57684765505,Europe & Central Asia,High income
Norway,NOR,1961,1570.63804374719,Europe & Central Asia,High income
Nepal,NPL,1961,51.321965389218,South Asia,Lower middle income
New Zealand,NZL,1961,2364.75394399361,East Asia & Pacific,High income
OECD members,OED,1961,1382.28713354088,,
Pakistan,PAK,1961,87.5173724745356,South Asia,Lower middle income
Panama,PAN,1961,516.031863353181,Latin America & Caribbean,High income
Philippines,PHL,1961,278.477267084323,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1961,120.27086837817,East Asia & Pacific,Lower middle income
Pre-demographic dividend,PRE,1961,120.952112226823,,
Puerto Rico,PRI,1961,777.215027407341,Latin America & Caribbean,High income
Portugal,PRT,1961,400.223162057827,Europe & Central Asia,High income
Paraguay,PRY,1961,165.90376361458,Latin America & Caribbean,Upper middle income
Post-demographic dividend,PST,1961,1443.64598104263,,
Rwanda,RWA,1961,40.0439354124229,Sub-Saharan Africa,Low income
South Asia,SAS,1961,86.2993917414693,,
Saudi Arabia,SAU,1961,446.072891926518,Middle East & North Africa,High income
Sudan,SDN,1961,106.152717590332,Sub-Saharan Africa,Low income
Senegal,SEN,1961,314.508306293179,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1961,449.148136820776,East Asia & Pacific,High income
Sierra Leone,SLE,1961,140.098309259253,Sub-Saharan Africa,Low income
Somalia,SOM,1961,65.0651413420937,Sub-Saharan Africa,Low income
Sub-Saharan Africa (excluding high income),SSA,1961,149.836410835905,,
Sub-Saharan Africa,SSF,1961,149.850301178625,,
Suriname,SUR,1961,387.453277164,Latin America & Caribbean,Upper middle income
Sweden,SWE,1961,2307.81725884253,Europe & Central Asia,High income
Eswatini,SWZ,1961,121.896820955781,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1961,270.279646614487,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1961,198.934700291086,Middle East & North Africa,Low income
Chad,TCD,1961,108.164649153297,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1961,80.4003245940448,,
Togo,TGO,1961,106.324978653612,Sub-Saharan Africa,Low income
Thailand,THA,1961,110.731456497513,East Asia & Pacific,Upper middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1961,167.676962111137,,
South Asia (IDA & IBRD),TSA,1961,86.2993917414693,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,149.850301178625,,
Trinidad and Tobago,TTO,1961,676.23384290057,Latin America & Caribbean,High income
Tunisia,TUN,1961,204.456210687937,Middle East & North Africa,Lower middle income
Turkiye,TUR,1961,282.742464109147,Europe & Central Asia,Upper middle income
Tanzania,TZA,1961,281.019104003906,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1961,56.3280587737707,Sub-Saharan Africa,Low income
Upper middle income,UMC,1961,146.139111585565,,
Uruguay,URY,1961,624.718632584621,Latin America & Caribbean,High income
United States,USA,1961,3059.16082086127,North America,High income
St. Vincent and the Grenadines,VCT,1961,163.424987744117,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1961,954.355361285973,Latin America & Caribbean,
World,WLD,1961,468.456801290015,,
South Africa,ZAF,1961,543.042223674713,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1961,216.274673627806,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1961,279.332656130284,Sub-Saharan Africa,Lower middle income
Africa Eastern and Southern,AFE,1962,171.961915641688,,
Africa Western and Central,AFW,1962,134.130070528771,,
Australia,AUS,1962,1854.64189048688,East Asia & Pacific,High income
Austria,AUT,1962,1097.31220193692,Europe & Central Asia,High income
Burundi,BDI,1962,73.9420079947413,Sub-Saharan Africa,Low income
Belgium,BEL,1962,1457.26516998378,Europe & Central Asia,High income
Benin,BEN,1962,91.1713923170452,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1962,77.0773338372268,Sub-Saharan Africa,Low income
Bangladesh,BGD,1962,95.0478052237596,South Asia,Lower middle income
"Bahamas, The",BHS,1962,1680.49484945793,Latin America & Caribbean,High income
Belize,BLZ,1962,331.201312612715,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1962,2020.38592936343,North America,High income
Bolivia,BOL,1962,114.881103341666,Latin America & Caribbean,Lower middle income
Barbados,BRB,1962,378.071130279335,Latin America & Caribbean,High income
Botswana,BWA,1962,66.4487249790147,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1962,71.439099543679,Sub-Saharan Africa,Low income
Canada,CAN,1962,2274.4284708191,North America,High income
Switzerland,CHE,1962,2330.47736501501,Europe & Central Asia,High income
Chile,CHL,1962,663.587769703281,Latin America & Caribbean,High income
China,CHN,1962,70.9091524330558,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1962,161.390233801048,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1962,130.895301042942,Sub-Saharan Africa,Lower middle income
"Congo, Rep.",COG,1962,149.702466899067,Sub-Saharan Africa,Lower middle income
Colombia,COL,1962,296.893804730888,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1962,331.146214193905,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1962,416.997436020802,,
Germany,DEU,1962,1425.29899158165,Europe & Central Asia,High income
Denmark,DNK,1962,1711.2180753693,Europe & Central Asia,High income
Dominican Republic,DOM,1962,234.041924772604,Latin America & Caribbean,Upper middle income
Algeria,DZA,1962,169.927013321055,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1962,71.4848665989281,,
Early-demographic dividend,EAR,1962,139.995312738525,,
East Asia & Pacific,EAS,1962,153.015539976673,,
Europe & Central Asia,ECS,1962,752.683112100364,,
Ecuador,ECU,1962,310.444941674837,Latin America & Caribbean,Upper middle income
Euro area,EMU,1962,1129.79604805949,,
Spain,ESP,1962,535.773742713535,Europe & Central Asia,High income
Ethiopia,ETH,1962,76.4727036779778,Sub-Saharan Africa,Low income
European Union,EUU,1962,964.801597166525,,
Fragile and conflict affected situations,FCS,1962,139.204369909603,,
Finland,FIN,1962,1426.54043144804,Europe & Central Asia,High income
Fiji,FJI,1962,287.369351892853,East Asia & Pacific,Upper middle income
France,FRA,1962,1585.73531130188,Europe & Central Asia,High income
Gabon,GAB,1962,347.684537380648,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1962,1525.77585271032,Europe & Central Asia,High income
Ghana,GHA,1962,190.922151904581,Sub-Saharan Africa,Lower middle income
Equatorial Guinea,GNQ,1962,32.8759647309217,Sub-Saharan Africa,Upper middle income
Greece,GRC,1962,617.0572199055,Europe & Central Asia,High income
Guatemala,GTM,1962,261.179133806117,Latin America & Caribbean,Upper middle income
Guyana,GUY,1962,322.319570238758,Latin America & Caribbean,High income
High income,HIC,1962,1354.64290462063,,
"Hong Kong SAR, China",HKG,1962,487.821134050813,East Asia & Pacific,High income
Honduras,HND,1962,176.021651911566,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1962,126.504723092279,,
Haiti,HTI,1962,69.612673552119,Latin America & Caribbean,Lower middle income
IBRD only,IBD,1962,166.825401494574,,
IDA & IBRD total,IBT,1962,159.089571686906,,
IDA total,IDA,1962,112.912810040367,,
IDA blend,IDB,1962,111.047653122373,,
IDA only,IDX,1962,117.14496923479,,
India,IND,1962,90.2768689288905,South Asia,Lower middle income
Ireland,IRL,1962,821.344113076887,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1962,207.633533944117,Middle East & North Africa,Upper middle income
Iraq,IRQ,1962,238.467602785393,Middle East & North Africa,Upper middle income
Iceland,ISL,1962,1585.721437797,Europe & Central Asia,High income
Israel,ISR,1962,1286.15794885732,Middle East & North Africa,High income
Italy,ITA,1962,1027.78915268592,Europe & Central Asia,High income
Jamaica,JAM,1962,461.899099046079,Latin America & Caribbean,Upper middle income
Japan,JPN,1962,684.565509797705,East Asia & Pacific,High income
Kenya,KEN,1962,103.796652671314,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1962,226.366964706129,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1962,106.159702780685,East Asia & Pacific,High income
Kuwait,KWT,1962,4833.83353023494,Middle East & North Africa,High income
Liberia,LBR,1962,160.676836238625,Sub-Saharan Africa,Low income
Libya,LBY,1962,403.688863571922,Middle East & North Africa,Upper middle income
Least developed countries: UN classification,LDC,1962,112.530650361228,,
Sri Lanka,LKA,1962,139.685109544997,South Asia,Lower middle income
Lower middle income,LMC,1962,105.886689945151,,
Low & middle income,LMY,1962,129.468235330061,,
Lesotho,LSO,1962,53.3464978201418,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1962,193.516770040789,,
Luxembourg,LUX,1962,2331.55685801925,Europe & Central Asia,High income
Morocco,MAR,1962,191.220199584961,Middle East & North Africa,Lower middle income
Madagascar,MDG,1962,138.362477855674,Sub-Saharan Africa,Low income
Mexico,MEX,1962,392.934591409938,Latin America & Caribbean,Upper middle income
Middle income,MIC,1962,132.506420253828,,
Myanmar,MMR,1962,27.9531794764169,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1962,173.463497949402,,
Mauritania,MRT,1962,185.421053800702,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1962,282.342386093178,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1962,240.441757073728,East Asia & Pacific,Upper middle income
North America,NAC,1962,3148.50966494527,,
Niger,NER,1962,143.283981659852,Sub-Saharan Africa,Low income
Nigeria,NGA,1962,104.852749314777,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,1962,1340.39559282131,Europe & Central Asia,High income
Norway,NOR,1962,1678.26725653992,Europe & Central Asia,High income
Nepal,NPL,1962,54.3095757368169,South Asia,Lower middle income
New Zealand,NZL,1962,2471.05511866341,East Asia & Pacific,High income
OECD members,OED,1962,1474.12219805284,,
Pakistan,PAK,1962,89.4933355376524,South Asia,Lower middle income
Panama,PAN,1962,545.119866520548,Latin America & Caribbean,High income
Philippines,PHL,1962,164.135576713545,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1962,125.414773624721,East Asia & Pacific,Lower middle income
Pre-demographic dividend,PRE,1962,126.75301352146,,
Puerto Rico,PRI,1962,854.74480496849,Latin America & Caribbean,High income
Portugal,PRT,1962,426.49433629823,Europe & Central Asia,High income
Paraguay,PRY,1962,181.312337485932,Latin America & Caribbean,Upper middle income
Post-demographic dividend,PST,1962,1543.09466769314,,
Rwanda,RWA,1962,40.036849273123,Sub-Saharan Africa,Low income
South Asia,SAS,1962,90.0253397783665,,
Saudi Arabia,SAU,1962,477.873474451603,Middle East & North Africa,High income
Sudan,SDN,1962,112.309196472168,Sub-Saharan Africa,Low income
Senegal,SEN,1962,313.402127599266,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1962,472.082740153988,East Asia & Pacific,High income
Sierra Leone,SLE,1962,143.887992776198,Sub-Saharan Africa,Low income
Somalia,SOM,1962,67.3316493293295,Sub-Saharan Africa,Low income
Sub-Saharan Africa (excluding high income),SSA,1962,155.873022450262,,
Sub-Saharan Africa,SSF,1962,155.888782528026,,
Suriname,SUR,1962,402.891522801614,Latin America & Caribbean,Upper middle income
Sweden,SWE,1962,2489.07419036763,Europe & Central Asia,High income
Eswatini,SWZ,1962,127.199605696445,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1962,287.04477353783,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1962,226.877834102697,Middle East & North Africa,Low income
Chad,TCD,1962,113.59854592478,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1962,72.381622324081,,
Togo,TGO,1962,109.410166417145,Sub-Saharan Africa,Low income
Thailand,THA,1962,117.162113544618,East Asia & Pacific,Upper middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1962,171.859221364153,,
South Asia (IDA & IBRD),TSA,1962,90.0253397783665,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,155.888782528026,,
Trinidad and Tobago,TTO,1962,702.559102344955,Latin America & Caribbean,High income
Tunisia,TUN,1962,205.530207628792,Middle East & North Africa,Lower middle income
Turkiye,TUR,1962,307.306285780158,Europe & Central Asia,Upper middle income
Tanzania,TZA,1962,299.517517089844,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1962,55.6478064244711,Sub-Saharan Africa,Low income
Upper middle income,UMC,1962,144.82567724917,,
Uruguay,URY,1962,680.299518344434,Latin America & Caribbean,High income
United States,USA,1962,3236.01311150062,North America,High income
St. Vincent and the Grenadines,VCT,1962,166.603164465444,Latin America & Caribbean,Upper middle income
