country,countryCode,year,value,region,incomeGroup
Greenland,GRL,1990,20472.4556677026,Europe & Central Asia,High income
Guatemala,GTM,1990,3320.27328228908,Latin America & Caribbean,Upper middle income
Guyana,GUY,1990,3032.84475950296,Latin America & Caribbean,High income
High income,HIC,1990,16819.9399279664,,
"Hong Kong SAR, China",HKG,1990,18251.7402672451,East Asia & Pacific,High income
Honduras,HND,1990,2010.33126484714,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1990,1082.2817442252,,
Croatia,HRV,1990,9521.39115857021,Europe & Central Asia,High income
Haiti,HTI,1990,2179.68500871303,Latin America & Caribbean,Lower middle income
Hungary,HUN,1990,9133.14136655364,Europe & Central Asia,High income
IBRD only,IBD,1990,2972.40350145837,,
IDA & IBRD total,IBT,1990,2647.41313121321,,
IDA total,IDA,1990,1355.79737852237,,
IDA blend,IDB,1990,2017.62493058789,,
Indonesia,IDN,1990,3070.26455449366,East Asia & Pacific,Upper middle income
IDA only,IDX,1990,1030.79112449633,,
India,IND,1990,1204.35247266278,South Asia,Lower middle income
Ireland,IRL,1990,13733.7469940774,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1990,7592.80293703797,Middle East & North Africa,Upper middle income
Iceland,ISL,1990,21970.4423468401,Europe & Central Asia,High income
Israel,ISR,1990,15606.9797846292,Middle East & North Africa,High income
Italy,ITA,1990,18624.951803873,Europe & Central Asia,High income
Jamaica,JAM,1990,4816.60201471072,Latin America & Caribbean,Upper middle income
Jordan,JOR,1990,4492.44964124579,Middle East & North Africa,Lower middle income
Japan,JPN,1990,19912.5166053416,East Asia & Pacific,High income
Kazakhstan,KAZ,1990,8262.43181033117,Europe & Central Asia,Upper middle income
Kenya,KEN,1990,1709.14401701795,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1990,2543.76216440847,Europe & Central Asia,Lower middle income
Cambodia,KHM,1990,973.630430630709,East Asia & Pacific,Lower middle income
Kiribati,KIR,1990,1189.34880638199,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1990,8938.39196127323,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1990,8355.3327739747,East Asia & Pacific,High income
Kuwait,KWT,1990,30944.5813972289,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,1990,6177.90202544927,,
Lao PDR,LAO,1990,1011.43099801369,East Asia & Pacific,Lower middle income
Lebanon,LBN,1990,2991.56344002401,Middle East & North Africa,Lower middle income
Liberia,LBR,1990,791.486152273259,Sub-Saharan Africa,Low income
Libya,LBY,1990,18016.6703430697,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1990,6733.77243207705,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1990,6276.72465818662,,
Least developed countries: UN classification,LDC,1990,941.754039266173,,
Low income,LIC,1990,767.297639531891,,
Sri Lanka,LKA,1990,2402.32962729343,South Asia,Lower middle income
Lower middle income,LMC,1990,1538.17974263631,,
Low & middle income,LMY,1990,2330.42697697088,,
Lesotho,LSO,1990,768.601319146059,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1990,2898.88254878946,,
Lithuania,LTU,1990,8885.83926419951,Europe & Central Asia,High income
Luxembourg,LUX,1990,29929.0521561855,Europe & Central Asia,High income
Latvia,LVA,1990,7688.21826365764,Europe & Central Asia,High income
"Macao SAR, China",MAC,1990,26722.2566134536,East Asia & Pacific,High income
Morocco,MAR,1990,2755.0283203125,Middle East & North Africa,Lower middle income
Moldova,MDA,1990,6922.25469986185,Europe & Central Asia,Upper middle income
Madagascar,MDG,1990,1182.78193237533,Sub-Saharan Africa,Low income
Maldives,MDV,1990,4527.44001650463,South Asia,Upper middle income
Middle East & North Africa,MEA,1990,7785.4800274078,,
Mexico,MEX,1990,8693.60062033878,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1990,2042.00273580899,East Asia & Pacific,Upper middle income
Middle income,MIC,1990,2450.8456138781,,
North Macedonia,MKD,1990,5397.57834442444,Europe & Central Asia,Upper middle income
Mali,MLI,1990,758.943867939815,Sub-Saharan Africa,Low income
Malta,MLT,1990,10108.6006302847,Middle East & North Africa,High income
Myanmar,MMR,1990,437.997907773435,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1990,4815.98566432931,,
Mongolia,MNG,1990,3378.32130068155,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1990,291.389420281546,Sub-Saharan Africa,Low income
Mauritania,MRT,1990,2014.40694991048,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1990,5008.0694682761,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1990,671.938937373154,Sub-Saharan Africa,Low income
Malaysia,MYS,1990,7010.91097458662,East Asia & Pacific,Upper middle income
North America,NAC,1990,23525.6747312156,,
Namibia,NAM,1990,3876.29704134948,Sub-Saharan Africa,Upper middle income
Niger,NER,1990,731.639837960689,Sub-Saharan Africa,Low income
Nigeria,NGA,1990,2057.01740051124,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1990,1948.01242135141,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1990,19162.0271171505,Europe & Central Asia,High income
Norway,NOR,1990,18448.5526448846,Europe & Central Asia,High income
Nepal,NPL,1990,825.665383231868,South Asia,Lower middle income
Nauru,NRU,1990,11676.6328424618,East Asia & Pacific,High income
New Zealand,NZL,1990,14871.4551034056,East Asia & Pacific,High income
OECD members,OED,1990,16721.4827400181,,
Oman,OMN,1990,26299.1361235243,Middle East & North Africa,High income
Other small states,OSS,1990,7793.57722614176,,
Pakistan,PAK,1990,1907.43926599447,South Asia,Lower middle income
Panama,PAN,1990,5268.20968073632,Latin America & Caribbean,High income
Peru,PER,1990,3352.29319103542,Latin America & Caribbean,Upper middle income
Philippines,PHL,1990,2662.86144104776,East Asia & Pacific,Lower middle income
Palau,PLW,1990,9582.89738828175,East Asia & Pacific,High income
Papua New Guinea,PNG,1990,1717.1212562522,East Asia & Pacific,Lower middle income
Poland,POL,1990,6180.98568849563,Europe & Central Asia,High income
Pre-demographic dividend,PRE,1990,1472.44110586652,,
Puerto Rico,PRI,1990,13409.9369263125,Latin America & Caribbean,High income
Portugal,PRT,1990,11771.9163246906,Europe & Central Asia,High income
Paraguay,PRY,1990,5604.22708018275,Latin America & Caribbean,Upper middle income
Pacific island small states,PSS,1990,2773.28121562155,,
Post-demographic dividend,PST,1990,18060.6191525667,,
Qatar,QAT,1990,55469.8105946635,Middle East & North Africa,High income
Romania,ROU,1990,5276.71695807194,Europe & Central Asia,High income
Russian Federation,RUS,1990,8027.7890625,Europe & Central Asia,High income
Rwanda,RWA,1990,552.965729236828,Sub-Saharan Africa,Low income
South Asia,SAS,1990,1262.56189448866,,
Saudi Arabia,SAU,1990,32481.0209194816,Middle East & North Africa,High income
Sudan,SDN,1990,1520.10876464844,Sub-Saharan Africa,Low income
Senegal,SEN,1990,1550.12559387279,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1990,23815.1597255024,East Asia & Pacific,High income
Solomon Islands,SLB,1990,1294.66339548764,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1990,764.599786105285,Sub-Saharan Africa,Low income
El Salvador,SLV,1990,2873.65940954287,Latin America & Caribbean,Upper middle income
Somalia,SOM,1990,429.053359187416,Sub-Saharan Africa,Low income
Sub-Saharan Africa (excluding high income),SSA,1990,1784.47009174242,,
Sub-Saharan Africa,SSF,1990,1785.43511907838,,
Small states,SST,1990,7030.76582315845,,
Sao Tome and Principe,STP,1990,1537.35994483175,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1990,6488.56347448028,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1990,8520.60126683661,Europe & Central Asia,High income
Slovenia,SVN,1990,13472.2410595411,Europe & Central Asia,High income
Sweden,SWE,1990,20411.1666772031,Europe & Central Asia,High income
Eswatini,SWZ,1990,3384.95545142832,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,1990,8954.94515026785,Sub-Saharan Africa,High income
Chad,TCD,1990,713.979864941834,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1990,1476.1957465299,,
Europe & Central Asia (IDA & IBRD countries),TEC,1990,6944.98482817245,,
Togo,TGO,1990,1145.34600753795,Sub-Saharan Africa,Low income
Thailand,THA,1990,4411.02856834797,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1990,2573.63978819174,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1990,5378.14898493857,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,6258.00472555866,,
Timor-Leste,TLS,1990,687.303299139755,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1990,4840.62820748461,,
Tonga,TON,1990,2141.23224271441,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,1990,1262.56189448866,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,1785.43511907838,,
Trinidad and Tobago,TTO,1990,6799.91320527826,Latin America & Caribbean,High income
Tunisia,TUN,1990,3727.95418735679,Middle East & North Africa,Lower middle income
Turkiye,TUR,1990,8460.74789196166,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1990,1596.57436624487,East Asia & Pacific,Upper middle income
Tanzania,TZA,1990,921.974426269531,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1990,665.243997759178,Sub-Saharan Africa,Low income
Ukraine,UKR,1990,7614.3427734375,Europe & Central Asia,Upper middle income
Upper middle income,UMC,1990,3196.48155667283,,
Uruguay,URY,1990,6656.02336986409,Latin America & Caribbean,High income
United States,USA,1990,23888.6000088133,North America,High income
Uzbekistan,UZB,1990,2658.81274660481,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1990,3936.6117862842,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1990,9534.00707509375,Latin America & Caribbean,
Viet Nam,VNM,1990,1184.2306713859,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1990,1638.41540951581,East Asia & Pacific,Lower middle income
World,WLD,1990,5588.30897642495,,
Samoa,WSM,1990,2159.21743226096,East Asia & Pacific,Lower middle income
"Yemen, Rep.",YEM,1990,1809.27580606355,Middle East & North Africa,Low income
South Africa,ZAF,1990,6520.69253898982,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1990,1541.37455758738,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1990,1794.31816869789,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1991,22430.0608851406,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,1991,1829.11449296216,,
Africa Western and Central,AFW,1991,1775.45911797902,,
Angola,AGO,1991,3316.01456420253,Sub-Saharan Africa,Lower middle income
Albania,ALB,1991,1908.95289466969,Europe & Central Asia,Upper middle income
Andorra,AND,1991,25055.4193236677,Europe & Central Asia,High income
Arab World,ARB,1991,7327.12548139913,,
United Arab Emirates,ARE,1991,85689.597052606,Middle East & North Africa,High income
Argentina,ARG,1991,7990.92454395377,Latin America & Caribbean,Upper middle income
Armenia,ARM,1991,2474.1015910881,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1991,13541.8061572278,Latin America & Caribbean,High income
Australia,AUS,1991,17835.3580774279,East Asia & Pacific,High income
Austria,AUT,1991,20602.8842323951,Europe & Central Asia,High income
Azerbaijan,AZE,1991,5322.30156155142,Europe & Central Asia,Upper middle income
Burundi,BDI,1991,648.390630653918,Sub-Saharan Africa,Low income
Belgium,BEL,1991,19587.8553500426,Europe & Central Asia,High income
Benin,BEN,1991,1275.25328392261,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1991,625.235824720621,Sub-Saharan Africa,Low income
Bangladesh,BGD,1991,1028.38337795327,South Asia,Lower middle income
Bulgaria,BGR,1991,7212.99798083555,Europe & Central Asia,High income
Bahrain,BHR,1991,28596.7276551956,Middle East & North Africa,High income
"Bahamas, The",BHS,1991,19954.6535386686,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1991,965.389135102136,Europe & Central Asia,Upper middle income
Belarus,BLR,1991,5336.07063591098,Europe & Central Asia,Upper middle income
Belize,BLZ,1991,5048.16853582679,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1991,34958.7805018948,North America,High income
Bolivia,BOL,1991,2446.24113572545,Latin America & Caribbean,Lower middle income
Brazil,BRA,1991,6794.43419853191,Latin America & Caribbean,Upper middle income
Barbados,BRB,1991,9573.48072924202,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1991,57104.2890713053,East Asia & Pacific,High income
Bhutan,BTN,1991,1718.55295847625,South Asia,Lower middle income
Botswana,BWA,1991,6280.90616630852,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1991,632.07422916576,Sub-Saharan Africa,Low income
Canada,CAN,1991,20224.6873311056,North America,High income
Central Europe and the Baltics,CEB,1991,6964.23336453133,,
Switzerland,CHE,1991,28773.0139362181,Europe & Central Asia,High income
Chile,CHL,1991,4872.13968794706,Latin America & Caribbean,High income
China,CHN,1991,1093.66703458513,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1991,2745.16365760724,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1991,1944.12134281613,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1991,776.953313370063,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1991,3531.11186958385,Sub-Saharan Africa,Lower middle income
Colombia,COL,1991,5253.12121434942,Latin America & Caribbean,Upper middle income
Comoros,COM,1991,1443.02158741573,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1991,1102.89313475594,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1991,5115.14814659349,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1991,7355.63807457423,,
Cyprus,CYP,1991,13537.27734375,Europe & Central Asia,High income
Czechia,CZE,1991,11647.170767091,Europe & Central Asia,High income
Germany,DEU,1991,20981.2064552826,Europe & Central Asia,High income
Dominica,DMA,1991,4582.93648208004,Latin America & Caribbean,Upper middle income
Denmark,DNK,1991,19060.9909162657,Europe & Central Asia,High income
Dominican Republic,DOM,1991,3748.23856666271,Latin America & Caribbean,Upper middle income
Algeria,DZA,1991,7539.72051983404,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1991,1598.76295196126,,
Early-demographic dividend,EAR,1991,3140.66258803446,,
East Asia & Pacific,EAS,1991,3499.87833416765,,
Europe & Central Asia (excluding high income),ECA,1991,6225.96706459108,,
Europe & Central Asia,ECS,1991,12182.1356232015,,
Ecuador,ECU,1991,4894.31096213899,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1991,3714.482232985,Middle East & North Africa,Lower middle income
Euro area,EMU,1991,17902.9154387197,,
Spain,ESP,1991,14461.9219915328,Europe & Central Asia,High income
Estonia,EST,1991,7146.26055593137,Europe & Central Asia,High income
Ethiopia,ETH,1991,381.696429059419,Sub-Saharan Africa,Low income
European Union,EUU,1991,15565.4945737556,,
Fragile and conflict affected situations,FCS,1991,2510.20861660564,,
Finland,FIN,1991,17547.4076963637,Europe & Central Asia,High income
Fiji,FJI,1991,3918.81291771772,East Asia & Pacific,Upper middle income
France,FRA,1991,18325.9067531142,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1991,1883.96845698914,East Asia & Pacific,Lower middle income
Gabon,GAB,1991,12770.58010676,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1991,17382.8499586945,Europe & Central Asia,High income
Georgia,GEO,1991,4726.62231025929,Europe & Central Asia,Upper middle income
Ghana,GHA,1991,1671.6787705878,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1991,898.394698172585,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1991,1462.27227794182,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1991,877.234760788311,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1991,579.975524051392,Sub-Saharan Africa,Upper middle income
Greece,GRC,1991,14009.5911984726,Europe & Central Asia,High income
Grenada,GRD,1991,4781.66381862176,Latin America & Caribbean,Upper middle income
Greenland,GRL,1991,21178.8724413782,Europe & Central Asia,High income
Guatemala,GTM,1991,3463.71213280371,Latin America & Caribbean,Upper middle income
Guyana,GUY,1991,3338.8450943751,Latin America & Caribbean,High income
High income,HIC,1991,17430.8117850855,,
"Hong Kong SAR, China",HKG,1991,19780.1701358919,East Asia & Pacific,High income
Honduras,HND,1991,1953.78894615954,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1991,1101.51311588953,,
Croatia,HRV,1991,7913.8958366406,Europe & Central Asia,High income
Haiti,HTI,1991,2250.05251659558,Latin America & Caribbean,Lower middle income
Hungary,HUN,1991,8319.63120738127,Europe & Central Asia,High income
IBRD only,IBD,1991,3080.41032243587,,
IDA & IBRD total,IBT,1991,2739.14438389843,,
IDA total,IDA,1991,1394.84350534322,,
IDA blend,IDB,1991,2073.31415792679,,
Indonesia,IDN,1991,3330.632074694,East Asia & Pacific,Upper middle income
IDA only,IDX,1991,1059.97922451515,,
India,IND,1991,1232.06898731339,South Asia,Lower middle income
Ireland,IRL,1991,14389.2000690362,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1991,8512.5033235579,Middle East & North Africa,Upper middle income
Iraq,IRQ,1991,2682.09492011231,Middle East & North Africa,Upper middle income
Iceland,ISL,1991,22401.4827771608,Europe & Central Asia,High income
Israel,ISR,1991,16366.3702425087,Middle East & North Africa,High income
Italy,ITA,1991,19537.5021861772,Europe & Central Asia,High income
Jamaica,JAM,1991,5177.47348150949,Latin America & Caribbean,Upper middle income
Jordan,JOR,1991,4479.94481786757,Middle East & North Africa,Lower middle income
Japan,JPN,1991,21227.6750541886,East Asia & Pacific,High income
Kazakhstan,KAZ,1991,7554.32368210644,Europe & Central Asia,Upper middle income
Kenya,KEN,1991,1735.70906358523,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1991,2381.61217696799,Europe & Central Asia,Lower middle income
Cambodia,KHM,1991,1042.20090437256,East Asia & Pacific,Lower middle income
Kiribati,KIR,1991,1138.23782387713,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1991,9089.38746783412,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1991,9474.64259647045,East Asia & Pacific,High income
Kuwait,KWT,1991,23598.2299286903,Middle East & North Africa,High income
Latin America & Caribbean (excluding high income),LAC,1991,6461.90471428559,,
Lao PDR,LAO,1991,1060.38525664053,East Asia & Pacific,Lower middle income
Lebanon,LBN,1991,4529.946485949,Middle East & North Africa,Lower middle income
Liberia,LBR,1991,799.752959985734,Sub-Saharan Africa,Low income
Libya,LBY,1991,21021.0003641507,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1991,6892.3766934552,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1991,6601.66721924528,,
Least developed countries: UN classification,LDC,1991,970.933293930348,,
Low income,LIC,1991,783.927731569459,,
Sri Lanka,LKA,1991,2566.1196062578,South Asia,Lower middle income
Lower middle income,LMC,1991,1584.73210692411,,
Low & middle income,LMY,1991,2439.15800350348,,
Lesotho,LSO,1991,835.774993357386,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1991,2973.57716291536,,
Lithuania,LTU,1991,8650.22777312394,Europe & Central Asia,High income
Luxembourg,LUX,1991,33168.4287884896,Europe & Central Asia,High income
Latvia,LVA,1991,6980.06888749012,Europe & Central Asia,High income
"Macao SAR, China",MAC,1991,27675.7480493411,East Asia & Pacific,High income
Morocco,MAR,1991,3002.40747070313,Middle East & North Africa,Lower middle income
Moldova,MDA,1991,5996.71400688792,Europe & Central Asia,Upper middle income
Madagascar,MDG,1991,1111.75312134342,Sub-Saharan Africa,Low income
Maldives,MDV,1991,4600.95990789098,South Asia,Upper middle income
Middle East & North Africa,MEA,1991,8418.03728017035,,
Mexico,MEX,1991,9196.44719066177,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1991,2067.73906109377,East Asia & Pacific,Upper middle income
Middle income,MIC,1991,2567.31730073007,,
North Macedonia,MKD,1991,5255.02803298853,Europe & Central Asia,Upper middle income
Mali,MLI,1991,859.568499431171,Sub-Saharan Africa,Low income
Malta,MLT,1991,10809.0122828781,Middle East & North Africa,High income
Myanmar,MMR,1991,443.439366128764,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1991,5207.8020744988,,
Mongolia,MNG,1991,3132.92839066084,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1991,310.074475208088,Sub-Saharan Africa,Low income
Mauritania,MRT,1991,2057.93322952047,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1991,5349.02167177404,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1991,732.881719331422,Sub-Saharan Africa,Low income
Malaysia,MYS,1991,7719.34423284245,East Asia & Pacific,Upper middle income
North America,NAC,1991,23933.7612129993,,
Namibia,NAM,1991,4191.90632443531,Sub-Saharan Africa,Upper middle income
Niger,NER,1991,730.034597607292,Sub-Saharan Africa,Low income
Nigeria,NGA,1991,2080.21454015347,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1991,1963.8740385234,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1991,20133.9281600569,Europe & Central Asia,High income
Norway,NOR,1991,19567.2533258627,Europe & Central Asia,High income
Nepal,NPL,1991,884.751743374257,South Asia,Lower middle income
Nauru,NRU,1991,9478.46661323501,East Asia & Pacific,High income
New Zealand,NZL,1991,14560.4500543414,East Asia & Pacific,High income
OECD members,OED,1991,17330.5845628263,,
Oman,OMN,1991,27460.3127433692,Middle East & North Africa,High income
Other small states,OSS,1991,8079.13550198259,,
Pakistan,PAK,1991,2005.89514414348,South Asia,Lower middle income
Panama,PAN,1991,5835.33001697494,Latin America & Caribbean,High income
Peru,PER,1991,3468.23211451656,Latin America & Caribbean,Upper middle income
Philippines,PHL,1991,2676.51504128651,East Asia & Pacific,Lower middle income
